Frame,Id,Centroid_x,Centroid_y,Area,Eccentricity
1,18.0,701.0,102.0,529.0,0.8727593520775458
2,19.0,709.0,93.0,498.0,0.870139022859376
3,19.0,709.0,92.0,495.0,0.8744902496983258
4,17.0,701.0,102.0,519.0,0.903566869240442
5,19.0,708.0,93.0,500.0,0.8767920900104448
6,19.0,704.0,100.0,488.0,0.8796097461234516
