Frame,Id,Centroid_x,Centroid_y,Area,Eccentricity
1,15.0,525.0,66.0,208.0,0.7838418535937447
2,18.0,525.0,74.0,279.0,0.5112334100772931
3,17.0,524.0,72.0,326.0,0.3358300686250625
