Frame,Id,Centroid_x,Centroid_y,Area,Eccentricity
1,5.0,656.0,29.0,325.0,0.2747454363739383
2,4.0,651.0,26.0,299.0,0.4731414262761238
3,3.0,647.0,25.0,266.0,0.6780006191315279
4,3.0,648.0,31.0,261.0,0.6400548265230545
5,4.0,644.0,25.0,257.0,0.6620926334675311
