Id,Key
3,905
11,1153
12,1080
13,1184
14,1212
16,1185
18,1114
19,882
20,1186
21,1213
22,1187
23,1189
24,918
25,1214
26,32
27,1192
28,1193
29,1215
30,1090
31,37
32,1165
33,1143
34,1183
35,928
36,42
37,1194
39,47
41,1198
43,1196
44,51
45,1197
46,52
47,742
48,54
49,933
51,1199
52,59
53,60
55,66
56,1200
57,70
59,1201
60,72
62,75
64,1216
67,74
68,1203
69,1204
70,80
71,1217
74,82
75,1206
76,1207
79,1218
80,1209
81,1210
82,1211
83,1181
