Id,Key
3,905
8,1080
9,1108
10,910
11,1138
12,1139
13,907
15,1113
16,1114
17,1115
18,1140
19,1116
20,1136
21,882
22,918
23,1119
24,1141
27,32
28,1142
29,1143
30,1090
31,37
32,1091
33,1122
34,1109
35,42
36,928
38,47
40,52
41,1123
42,1137
43,1144
44,51
45,742
46,1125
47,54
48,933
50,1020
52,59
53,934
54,1110
56,60
58,66
59,1097
60,70
63,1145
64,72
65,1146
67,75
69,74
71,1128
72,1129
73,80
77,1131
78,82
79,1132
80,1133
81,1134
82,1061
83,1147
