Id,Key
3,905
7,1224
8,1080
9,1184
11,1185
14,1219
15,1114
16,882
17,1213
18,1186
19,1225
20,1189
21,918
22,1226
23,1227
24,1220
26,1228
27,1192
28,32
30,1229
31,1090
32,1215
33,37
34,1165
35,1143
36,1183
37,42
38,928
40,1194
41,47
43,1221
46,1196
47,51
48,52
49,1230
50,742
51,1198
52,54
53,933
56,1199
57,1222
58,59
61,1223
62,60
63,66
64,1200
65,70
68,1201
69,72
71,75
74,74
76,1231
77,1204
78,1232
79,80
82,1233
84,82
85,1206
86,1234
87,1235
88,1236
89,1210
90,1209
92,1181
