Frame,Id,Centroid_x,Centroid_y,Area,Eccentricity,Key
0,13.0,1237.0,65.0,698.0,0.142658574659655,13.0
1,15.0,1235.0,68.0,697.0,0.125645467357372,
2,13.0,1232.0,67.0,701.0,0.1412527478415804,
3,13.0,1228.0,65.0,697.0,0.1308199299586434,
4,14.0,1229.0,67.0,696.0,0.040912652878852,
5,13.0,1232.0,66.0,698.0,0.1949146124794876,
6,14.0,1233.0,67.0,690.0,0.154875147510608,
7,14.0,1235.0,71.0,692.0,0.1399612774442884,
8,14.0,1232.0,67.0,698.0,0.1372365589551826,
9,14.0,1230.0,71.0,695.0,0.1276826431173332,
10,15.0,1233.0,75.0,697.0,0.1241266692658964,
11,15.0,1237.0,73.0,698.0,0.1176233088460424,
12,15.0,1238.0,77.0,696.0,0.1153322204318243,
13,14.0,1236.0,74.0,699.0,0.1645336710662464,
14,13.0,1240.0,71.0,698.0,0.1491606801888731,
15,14.0,1240.0,71.0,696.0,0.1501008557880654,
16,13.0,1239.0,67.0,691.0,0.0533984864540041,
17,14.0,1236.0,67.0,690.0,0.1237541223396564,
18,14.0,1240.0,70.0,701.0,0.128724077883249,
19,13.0,1240.0,68.0,698.0,0.1949146124794867,
20,14.0,1238.0,64.0,690.0,0.0982102993361694,
21,13.0,1234.0,64.0,695.0,0.1388903753184399,
22,13.0,1236.0,60.0,693.0,0.1493837398530527,
23,13.0,1232.0,59.0,697.0,0.0711063568529122,
24,13.0,1231.0,56.0,699.0,0.1309794705794067,
25,13.0,1230.0,53.0,690.0,0.1495175461106056,
26,14.0,1232.0,54.0,690.0,0.1452311637268813,
