Frame,Id,Centroid_x,Centroid_y,Area,Eccentricity,Key
0,48.0,801.0,262.0,699.0,0.0784019044564568,48.0
1,51.0,803.0,264.0,692.0,0.1159567493045071,
2,53.0,804.0,266.0,697.0,0.0945420784718874,
3,49.0,806.0,263.0,700.0,0.0812849940830993,
4,49.0,807.0,261.0,698.0,0.1336533686454208,
5,47.0,810.0,258.0,694.0,0.0827386423716888,
6,46.0,808.0,255.0,692.0,0.1159567493045071,
7,47.0,810.0,253.0,701.0,0.0813922649311724,
8,45.0,813.0,250.0,687.0,0.1295036244389442,
9,45.0,813.0,254.0,695.0,0.1722763100814575,
10,44.0,815.0,253.0,694.0,0.1803688562322594,
11,46.0,811.0,255.0,697.0,0.1343695098638819,
12,48.0,810.0,259.0,699.0,0.0879985368135713,
13,49.0,808.0,261.0,695.0,0.1212488302356852,
14,48.0,806.0,261.0,690.0,0.1452311637268813,
15,47.0,806.0,257.0,699.0,0.1525842095595163,
16,49.0,806.0,261.0,691.0,0.1361555465546849,
17,47.0,810.0,257.0,698.0,0.1027500664413324,
18,45.0,811.0,253.0,695.0,0.1084001100920648,
19,46.0,810.0,255.0,696.0,0.1501008557880654,
20,43.0,812.0,254.0,690.0,0.1495175461106048,
21,47.0,810.0,257.0,699.0,0.10989379520091,
22,47.0,813.0,258.0,696.0,0.0611617031137074,
23,48.0,811.0,258.0,700.0,0.1441381635383771,
24,43.0,813.0,255.0,697.0,0.1814905119795923,
25,47.0,815.0,257.0,695.0,0.1253515113804276,
26,48.0,817.0,258.0,697.0,0.1609869720662793,
27,46.0,814.0,257.0,701.0,0.1218471932524045,
28,44.0,812.0,253.0,699.0,0.0835252286610942,
29,43.0,812.0,255.0,694.0,0.1004756751106812,
30,44.0,809.0,256.0,698.0,0.1659781564376409,
31,43.0,811.0,254.0,697.0,0.0513999223563909,
32,43.0,807.0,255.0,689.0,0.138081873603767,
33,46.0,811.0,258.0,696.0,0.0409126528788466,
34,45.0,815.0,258.0,697.0,0.1363371196129028,
35,44.0,818.0,256.0,696.0,0.1779840209669054,
36,43.0,819.0,253.0,697.0,0.1256454673573715,
37,41.0,819.0,250.0,697.0,0.1255461799338132,
