Frame,Id,Centroid_x,Centroid_y,Area,Eccentricity,Key
0,45.0,1110.0,256.0,1253.0,0.819173156357074,45.0
1,45.0,1110.0,258.0,1267.0,0.8308197711586456,
2,45.0,1109.0,257.0,1213.0,0.7986606039102818,
3,43.0,1108.0,257.0,1195.0,0.7882564622501723,
4,44.0,1109.0,256.0,1087.0,0.7233811053705065,
5,43.0,1108.0,255.0,1211.0,0.7952242488258979,
6,42.0,1111.0,256.0,1244.0,0.8118457190802629,
7,43.0,1110.0,258.0,1238.0,0.8121653314540764,
8,44.0,1108.0,259.0,1298.0,0.837281593446581,
9,41.0,1107.0,258.0,1373.0,0.8817220628580328,
10,43.0,1108.0,258.0,1289.0,0.8356365242866246,
11,44.0,1107.0,257.0,1251.0,0.8210095277899578,
12,43.0,1105.0,256.0,1223.0,0.8030606003019215,
13,44.0,1104.0,254.0,1226.0,0.804686939794961,
14,43.0,1105.0,253.0,1214.0,0.8002100839175204,
15,45.0,1103.0,256.0,1254.0,0.8186708209442546,
16,46.0,1103.0,256.0,1370.0,0.878174076088187,
17,45.0,1102.0,258.0,1335.0,0.862931098795076,
18,46.0,1103.0,257.0,1232.0,0.8104060184647593,
19,44.0,1104.0,254.0,1147.0,0.7590640914232881,
20,44.0,1101.0,256.0,1141.0,0.7587809540189746,
21,45.0,1101.0,257.0,1253.0,0.8182242301605066,
22,44.0,1099.0,258.0,1234.0,0.8049042803787037,
23,45.0,1099.0,260.0,1046.0,0.6952490142777392,
24,48.0,1100.0,260.0,843.0,0.5061240202174114,
25,46.0,1101.0,257.0,825.0,0.4529452446481183,
26,49.0,1101.0,258.0,720.0,0.1307940791007127,
27,47.0,1102.0,258.0,734.0,0.2323310071582652,
28,47.0,1102.0,257.0,732.0,0.1414575682791327,
29,42.0,1103.0,257.0,944.0,0.6066036940014314,
30,43.0,1101.0,260.0,1027.0,0.6833554155844282,
31,42.0,1100.0,257.0,1097.0,0.7258067236269908,
32,42.0,1100.0,260.0,1132.0,0.747748872591866,
33,43.0,1098.0,261.0,1105.0,0.7345978132508483,
34,46.0,1100.0,264.0,1110.0,0.7399817001423402,
35,46.0,1102.0,265.0,1148.0,0.7582530835731071,
36,47.0,1103.0,266.0,1109.0,0.7436389421440017,
37,47.0,1103.0,268.0,1136.0,0.7525957965620518,
38,47.0,1105.0,269.0,1205.0,0.7892965202734933,
39,47.0,1106.0,268.0,1309.0,0.8444633023435779,
40,46.0,1105.0,267.0,1321.0,0.8524029124927729,
41,47.0,1102.0,268.0,1318.0,0.8542274211101932,
42,48.0,1100.0,268.0,1331.0,0.8536619635137394,
43,46.0,1101.0,269.0,1348.0,0.8660739142209913,
44,44.0,1100.0,271.0,1329.0,0.861553858340688,
45,47.0,1098.0,270.0,1366.0,0.8802240528619512,
46,47.0,1098.0,269.0,1390.0,0.8857328674823993,
47,49.0,1099.0,268.0,1313.0,0.8469928357064489,
48,47.0,1100.0,265.0,1272.0,0.8265096700399539,
49,47.0,1100.0,264.0,1286.0,0.8314747323193473,
50,46.0,1101.0,263.0,1218.0,0.7926691170130152,
51,47.0,1100.0,266.0,1244.0,0.809220474823522,
52,45.0,1100.0,268.0,1349.0,0.8620938414398118,
53,46.0,1101.0,267.0,1188.0,0.7830050554240506,
54,46.0,1102.0,267.0,1285.0,0.8349446493165554,
55,43.0,1105.0,266.0,1333.0,0.8558409509260486,
56,44.0,1108.0,267.0,1369.0,0.8824379843987493,
57,43.0,1108.0,269.0,1380.0,0.8934357239375756,
58,42.0,1110.0,256.0,697.0,0.0949068189046214,
59,44.0,1112.0,254.0,694.0,0.1429472814886872,
