Frame,Id,Centroid_x,Centroid_y,Area,Eccentricity,Key
0,51.0,737.0,277.0,2253.0,0.818228925549283,51.0
1,50.0,737.0,275.0,2315.0,0.8277047798102988,
2,50.0,737.0,275.0,2430.0,0.8023125388596932,
3,48.0,727.0,278.0,1661.0,0.9145127997431344,
4,51.0,718.0,267.0,1025.0,0.6838012071707888,
5,53.0,724.0,279.0,1689.0,0.9179978760671936,
6,52.0,726.0,279.0,1749.0,0.911581836867063,
7,52.0,727.0,279.0,1705.0,0.8986553080403458,
8,54.0,726.0,281.0,1750.0,0.9146742532753344,
9,43.0,728.0,269.0,2495.0,0.7377082210273419,
10,51.0,723.0,279.0,1821.0,0.9153518477403368,
11,43.0,733.0,267.0,3221.0,0.525041553719096,
12,44.0,731.0,268.0,3073.0,0.6358737018851839,
13,53.0,722.0,277.0,1903.0,0.910705472287502,
14,51.0,724.0,277.0,1882.0,0.9044907629427462,
15,53.0,722.0,279.0,1851.0,0.9112806961974552,
16,54.0,722.0,280.0,1854.0,0.9149095635536052,
17,52.0,722.0,278.0,1962.0,0.9362618567336248,
18,50.0,720.0,277.0,1990.0,0.9384401798859348,
19,49.0,720.0,275.0,1971.0,0.935020600357413,
20,46.0,709.0,265.0,1269.0,0.828044748285024,
21,46.0,711.0,265.0,1237.0,0.8135587184494358,
22,48.0,721.0,277.0,2012.0,0.946629373407622,
23,44.0,712.0,266.0,1269.0,0.8291150248825863,
24,45.0,710.0,266.0,1322.0,0.8554702848284035,
