Frame,Id,Centroid_x,Centroid_y,Area,Eccentricity,Key
0,50.0,483.0,264.0,696.0,0.186098907651261,50.0
1,49.0,485.0,263.0,698.0,0.1949146124794876,
2,52.0,482.0,266.0,692.0,0.080401934021515,
3,50.0,478.0,264.0,695.0,0.0668017433699981,
4,53.0,480.0,268.0,699.0,0.0494148849743911,
5,52.0,482.0,265.0,698.0,0.113386646386594,
6,51.0,480.0,261.0,699.0,0.1262708986886581,
7,51.0,481.0,264.0,694.0,0.1474943597868926,
8,51.0,478.0,262.0,699.0,0.0784019044564568,
9,50.0,475.0,263.0,698.0,0.1492458699280495,
10,49.0,478.0,264.0,697.0,0.1415912063497315,
11,50.0,481.0,262.0,698.0,0.1432318899684998,
12,46.0,481.0,258.0,699.0,0.10989379520091,
13,45.0,478.0,255.0,699.0,0.1457796158870883,
14,46.0,476.0,259.0,697.0,0.1151003964364468,
15,46.0,477.0,257.0,695.0,0.1022485025503916,
16,47.0,475.0,258.0,688.0,0.1436376198792751,
17,50.0,473.0,262.0,692.0,0.1185517994136417,
18,51.0,470.0,265.0,690.0,0.0967926873411681,
19,53.0,467.0,269.0,692.0,0.080401934021515,
20,52.0,470.0,268.0,694.0,0.1887909154964557,
21,53.0,466.0,269.0,697.0,0.140443770129127,
22,52.0,468.0,272.0,698.0,0.1975260872914827,
23,53.0,469.0,276.0,698.0,0.1975260872914827,
24,53.0,467.0,275.0,695.0,0.1276826431173332,
25,52.0,464.0,277.0,697.0,0.1886451624198138,
26,54.0,465.0,274.0,695.0,0.1904007236661905,
27,53.0,467.0,271.0,692.0,0.0650631771129865,
28,53.0,469.0,272.0,695.0,0.1691114053173407,
29,50.0,472.0,272.0,688.0,0.1058609206794182,
30,51.0,472.0,273.0,693.0,0.0643343154025091,
31,49.0,474.0,271.0,696.0,0.1181761496701596,
32,50.0,471.0,275.0,698.0,0.0799368105060976,
33,50.0,474.0,274.0,694.0,0.0792712781140971,
34,50.0,474.0,274.0,697.0,0.0949068189046209,
35,52.0,475.0,276.0,695.0,0.1722763100814575,
36,51.0,478.0,277.0,699.0,0.1186265089899583,
37,50.0,478.0,275.0,696.0,0.2029840940554687,
38,51.0,476.0,279.0,697.0,0.0936256910136285,
39,51.0,478.0,280.0,697.0,0.0969222959937867,
40,50.0,480.0,276.0,697.0,0.0949068189046209,
41,51.0,479.0,277.0,696.0,0.1587116652481242,
42,51.0,482.0,280.0,698.0,0.1975260872914827,
43,49.0,483.0,279.0,697.0,0.1150942980794172,
44,48.0,483.0,279.0,699.0,0.0974033751905349,
45,51.0,486.0,282.0,697.0,0.0711063568529122,
46,51.0,483.0,279.0,693.0,0.1564310794914352,
47,52.0,479.0,276.0,697.0,0.0949068189046214,
48,50.0,475.0,276.0,698.0,0.1949146124794867,
49,51.0,473.0,273.0,701.0,0.0862398340093413,
50,49.0,472.0,271.0,699.0,0.1223704662271564,
51,48.0,468.0,267.0,696.0,0.134572264101783,
52,48.0,470.0,267.0,700.0,0.1330531969799761,
53,47.0,472.0,266.0,697.0,0.136901540650132,
54,48.0,470.0,270.0,697.0,0.1899083008562851,
55,46.0,466.0,266.0,693.0,0.1493837398530534,
56,47.0,464.0,264.0,694.0,0.1316936823303242,
57,47.0,462.0,266.0,693.0,0.1325492462909986,
58,49.0,460.0,266.0,695.0,0.0751188287195805,
59,49.0,456.0,266.0,692.0,0.1460588184124049,
60,47.0,460.0,264.0,699.0,0.1328434885010719,
61,47.0,458.0,268.0,698.0,0.1975260872914827,
