Frame,Id,Centroid_x,Centroid_y,Area,Eccentricity,Key
0,2.0,856.0,13.0,693.0,0.199949444164278,2.0
1,2.0,856.0,12.0,664.0,0.371049221532868,
2,2.0,857.0,12.0,668.0,0.3718258011105158,
3,2.0,859.0,10.0,614.0,0.5500457240377284,
4,2.0,855.0,10.0,597.0,0.5886139040667849,
5,2.0,858.0,11.0,626.0,0.5044612932856831,
6,2.0,858.0,10.0,594.0,0.6080167321430526,
7,2.0,855.0,11.0,646.0,0.4626930884499927,
8,2.0,852.0,13.0,678.0,0.2425851308201167,
9,2.0,849.0,13.0,689.0,0.2504699201836164,
10,3.0,850.0,16.0,697.0,0.1295176680968863,
11,2.0,849.0,13.0,695.0,0.167004718569198,
