Frame,Id,Centroid_x,Centroid_y,Area,Eccentricity,Key
0,42.0,528.0,238.0,698.0,0.114915640374581,42.0
1,42.0,527.0,242.0,700.0,0.110398337927895,
2,42.0,528.0,239.0,688.0,0.1347116676161506,
3,40.0,531.0,242.0,696.0,0.1372990561776377,
4,42.0,531.0,246.0,696.0,0.1069872937195002,
5,44.0,533.0,249.0,691.0,0.0727839770922474,
6,43.0,534.0,248.0,688.0,0.1141517138219372,
7,42.0,531.0,246.0,696.0,0.1345722641017826,
8,43.0,529.0,244.0,691.0,0.1083474025420604,
9,42.0,526.0,244.0,686.0,0.1307871631953603,
10,42.0,528.0,245.0,697.0,0.0513999223563899,
11,42.0,531.0,244.0,696.0,0.1778743840407116,
12,41.0,535.0,242.0,692.0,0.0886081958826472,
13,41.0,537.0,240.0,694.0,0.1339969802140112,
14,40.0,540.0,236.0,692.0,0.1393159545882067,
15,40.0,541.0,240.0,695.0,0.1521800620930097,
16,41.0,544.0,240.0,696.0,0.1589406432488538,
17,41.0,545.0,242.0,693.0,0.1258733838109062,
18,41.0,544.0,243.0,700.0,0.1157389354872288,
19,40.0,543.0,241.0,696.0,0.1432297832889365,
20,39.0,546.0,238.0,697.0,0.1264263084471762,
21,41.0,545.0,236.0,701.0,0.0814004397519637,
22,40.0,546.0,238.0,698.0,0.1553981823655208,
23,40.0,545.0,240.0,697.0,0.1644850556841061,
24,40.0,545.0,240.0,699.0,0.1402772009826366,
25,41.0,545.0,241.0,699.0,0.1240890095330569,
26,42.0,546.0,240.0,699.0,0.1001041855616338,
27,40.0,546.0,240.0,697.0,0.0513999223563909,
28,41.0,549.0,239.0,698.0,0.1131798606999913,
29,40.0,551.0,242.0,693.0,0.1227683215352797,
30,40.0,553.0,242.0,692.0,0.0959184974083525,
