Frame,Id,Centroid_x,Centroid_y,Area,Eccentricity,Key
0,6.0,1382.0,14.0,693.0,0.0610101247341345,6.0
1,6.0,1379.0,16.0,690.0,0.1036192343538797,
2,6.0,1378.0,16.0,698.0,0.1059404139592334,
3,5.0,1381.0,17.0,694.0,0.1316936823303242,
4,4.0,1380.0,14.0,700.0,0.1441381635383771,
5,4.0,1384.0,15.0,695.0,0.1511339984545568,
6,4.0,1380.0,17.0,696.0,0.1470437612536118,
7,5.0,1382.0,18.0,695.0,0.1011433969890238,
8,5.0,1379.0,21.0,694.0,0.1474943597868926,
9,5.0,1377.0,21.0,691.0,0.1254726188665995,
10,5.0,1378.0,21.0,694.0,0.040416395985538,
11,4.0,1381.0,18.0,699.0,0.1480390822507956,
12,4.0,1384.0,20.0,695.0,0.0783568329965981,
13,3.0,1383.0,17.0,698.0,0.1975260872914827,
14,4.0,1383.0,16.0,687.0,0.1295036244389442,
15,3.0,1379.0,17.0,698.0,0.113386646386594,
16,3.0,1379.0,14.0,688.0,0.1509047755088109,
17,3.0,1376.0,12.0,667.0,0.3937862775042082,
18,3.0,1373.0,14.0,690.0,0.0821373088659141,
19,3.0,1376.0,15.0,690.0,0.1086044589860133,
20,3.0,1375.0,13.0,681.0,0.2580321817762946,
21,3.0,1371.0,11.0,647.0,0.4626219692449433,
22,2.0,1369.0,13.0,686.0,0.1552957573303058,
23,4.0,1369.0,15.0,695.0,0.1904007236661905,
24,4.0,1367.0,15.0,694.0,0.1840486346227314,
25,4.0,1371.0,12.0,679.0,0.2982664630848833,
26,3.0,1367.0,12.0,681.0,0.3115967832344508,
27,3.0,1366.0,11.0,653.0,0.4256546841871554,
28,3.0,1367.0,14.0,698.0,0.1975260872914827,
29,3.0,1367.0,12.0,661.0,0.3985968054101266,
30,4.0,1363.0,10.0,602.0,0.5767989274451979,
31,4.0,1362.0,12.0,674.0,0.3816173238576847,
32,4.0,1363.0,14.0,694.0,0.1429472814886872,
33,4.0,1365.0,13.0,679.0,0.2575901212789912,
34,4.0,1366.0,12.0,669.0,0.3961202239743063,
35,4.0,1363.0,11.0,643.0,0.479909986765326,
36,4.0,1361.0,11.0,641.0,0.4736583855677768,
37,4.0,1360.0,10.0,613.0,0.5580881792743828,
38,4.0,1358.0,12.0,669.0,0.3296797747071268,
39,4.0,1357.0,13.0,691.0,0.1831593646296885,
40,4.0,1356.0,11.0,625.0,0.5087805536735586,
41,4.0,1358.0,13.0,684.0,0.2290032487750628,
42,4.0,1356.0,15.0,694.0,0.142947281488688,
43,5.0,1354.0,16.0,696.0,0.1090230480990048,
44,5.0,1355.0,14.0,690.0,0.1495175461106056,
45,4.0,1352.0,14.0,689.0,0.093492217846042,
46,4.0,1351.0,15.0,693.0,0.1282328557546378,
47,6.0,1350.0,17.0,697.0,0.1255461799338132,
48,6.0,1354.0,19.0,697.0,0.1363371196129019,
49,6.0,1354.0,19.0,696.0,0.0733852873862472,
50,6.0,1356.0,16.0,698.0,0.1241366794245643,
51,6.0,1358.0,18.0,699.0,0.1313241336296527,
52,6.0,1362.0,15.0,698.0,0.1492458699280495,
53,4.0,1360.0,14.0,698.0,0.1553981823655208,
54,3.0,1357.0,12.0,662.0,0.3580526430706838,
55,2.0,1356.0,11.0,650.0,0.4356078331570457,
56,3.0,1360.0,10.0,624.0,0.5230562945333246,
57,2.0,1357.0,13.0,682.0,0.2938579271319044,
58,3.0,1354.0,12.0,660.0,0.3578254141545597,
59,3.0,1353.0,15.0,694.0,0.1429472814886872,
60,3.0,1354.0,12.0,671.0,0.3760993307642647,
61,3.0,1351.0,10.0,614.0,0.5678797930287404,
