Frame,Id,Centroid_x,Centroid_y,Area,Eccentricity,Key
0,1.0,11.0,16.0,849.0,0.790812322414399,1.0
1,1.0,12.0,17.0,962.0,0.7740591791449393,
2,1.0,11.0,19.0,982.0,0.8087302120446388,
3,1.0,11.0,18.0,923.0,0.7623992101414048,
4,1.0,10.0,18.0,790.0,0.7670033064749484,
5,1.0,11.0,18.0,822.0,0.7161451243993822,
6,1.0,11.0,18.0,845.0,0.7294247774390401,
7,1.0,12.0,18.0,892.0,0.726997226572529,
8,1.0,13.0,16.0,856.0,0.6270167905801822,
9,1.0,11.0,15.0,689.0,0.5445461416642146,
10,1.0,11.0,17.0,699.0,0.6256030837636285,
11,1.0,9.0,18.0,646.0,0.761313813633066,
12,1.0,9.0,18.0,687.0,0.7400798221554306,
13,1.0,11.0,17.0,749.0,0.6978076574018496,
14,1.0,10.0,19.0,734.0,0.7279261736817826,
15,1.0,10.0,19.0,713.0,0.7441487944892468,
16,1.0,9.0,20.0,702.0,0.8195229821967079,
17,1.0,8.0,19.0,605.0,0.8324826237653167,
18,1.0,9.0,22.0,674.0,0.8149547752258798,
19,1.0,11.0,20.0,711.0,0.6644168877168676,
20,8.0,11.0,25.0,630.0,0.5099929903455942,
21,8.0,9.0,24.0,559.0,0.658162126692151,
22,7.0,10.0,27.0,601.0,0.5793666240517492,
23,1.0,8.0,27.0,560.0,0.7946566596350114,
24,8.0,10.0,28.0,593.0,0.5980403618829185,
25,8.0,11.0,32.0,641.0,0.4724858664706106,
26,8.0,11.0,30.0,621.0,0.5100560947249587,
27,8.0,12.0,31.0,669.0,0.3621008896872494,
28,7.0,13.0,27.0,690.0,0.1494523360805066,
29,8.0,12.0,26.0,662.0,0.3750588144315677,
30,8.0,10.0,29.0,586.0,0.6128362432921854,
31,8.0,9.0,31.0,582.0,0.6209353931766853,
32,8.0,8.0,33.0,534.0,0.693497569372423,
33,8.0,10.0,36.0,602.0,0.5626816896136587,
34,6.0,12.0,33.0,666.0,0.3752071524236151,
35,6.0,10.0,34.0,597.0,0.5706139556333323,
36,6.0,11.0,31.0,642.0,0.4322746166953441,
37,6.0,10.0,29.0,588.0,0.5935304045902335,
38,6.0,11.0,29.0,623.0,0.5095304719345575,
39,5.0,10.0,26.0,599.0,0.564560079771975,
40,6.0,8.0,27.0,531.0,0.6905512849174584,
41,6.0,7.0,25.0,451.0,0.7764140694978997,
42,5.0,7.0,21.0,446.0,0.7814559096168257,
43,1.0,7.0,17.0,474.0,0.7781359568270955,
44,1.0,8.0,19.0,513.0,0.7521967735220134,
45,5.0,7.0,15.0,445.0,0.7795325847237802,
46,5.0,5.0,17.0,344.0,0.8470289464123788,
47,5.0,6.0,15.0,366.0,0.8393937973927722,
48,1.0,5.0,13.0,319.0,0.8546543687618224,
49,1.0,5.0,10.0,296.0,0.814922969405283,
50,1.0,4.0,10.0,232.0,0.8780574712583007,
51,1.0,3.0,9.0,167.0,0.9105311632424749,
52,1.0,3.0,9.0,191.0,0.8895344543003142,
53,1.0,2.0,9.0,119.0,0.9427501452873414,
54,4.0,1.0,12.0,105.0,0.9603310005217752,
55,3.0,2.0,14.0,131.0,0.949807399556062,
56,5.0,1.0,15.0,52.0,0.9725638875794548,
57,4.0,0.0,17.0,40.0,0.982362471380668,
58,5.0,0.0,20.0,10.0,1.0,
