Frame,Id,Centroid_x,Centroid_y,Area,Eccentricity,Key
0,26.0,756.0,133.0,694.0,0.0723491441272359,26.0
1,26.0,759.0,133.0,698.0,0.0799368105060969,
2,26.0,759.0,134.0,699.0,0.1539741719850982,
3,24.0,759.0,130.0,698.0,0.125013475153036,
4,26.0,757.0,130.0,696.0,0.1698741797769048,
5,26.0,757.0,128.0,698.0,0.1310359126721323,
6,26.0,756.0,130.0,698.0,0.1952689754713516,
7,25.0,755.0,132.0,698.0,0.1686866673189547,
8,26.0,756.0,129.0,687.0,0.1251093415091301,
9,25.0,758.0,133.0,698.0,0.0469782817472811,
10,25.0,755.0,132.0,690.0,0.1495175461106056,
11,25.0,752.0,135.0,688.0,0.1154946595228211,
12,24.0,754.0,134.0,697.0,0.082819222027142,
13,24.0,752.0,131.0,697.0,0.2118339374817486,
14,24.0,750.0,134.0,698.0,0.1975260872914827,
15,24.0,751.0,130.0,697.0,0.1578802056858703,
16,24.0,752.0,134.0,697.0,0.0949068189046209,
17,25.0,756.0,130.0,699.0,0.105572911717412,
18,26.0,756.0,133.0,690.0,0.0604193108492591,
19,24.0,753.0,132.0,694.0,0.1157312232263687,
20,24.0,754.0,134.0,694.0,0.1429472814886872,
21,25.0,756.0,131.0,695.0,0.1011433969890233,
22,24.0,752.0,129.0,692.0,0.1274306661366631,
23,24.0,748.0,129.0,698.0,0.1119890286477671,
24,24.0,744.0,127.0,698.0,0.1362335638953323,
25,25.0,744.0,126.0,694.0,0.07568258885343,
26,24.0,747.0,122.0,700.0,0.1787474377256937,
27,22.0,747.0,119.0,691.0,0.0698283745579162,
28,23.0,746.0,119.0,689.0,0.1447730327803584,
29,22.0,750.0,121.0,700.0,0.1133586909744863,
30,23.0,754.0,121.0,690.0,0.1428469053656339,
31,23.0,756.0,124.0,700.0,0.1596582288965584,
32,22.0,755.0,121.0,698.0,0.1243594441659834,
33,23.0,758.0,125.0,693.0,0.13104417038009,
34,23.0,756.0,123.0,697.0,0.0969222959937867,
35,23.0,755.0,123.0,694.0,0.1766382647800247,
36,23.0,757.0,123.0,699.0,0.1182461255314868,
37,23.0,759.0,122.0,697.0,0.1308199299586434,
38,23.0,759.0,121.0,697.0,0.161885129301989,
39,21.0,757.0,118.0,701.0,0.0907017292441169,
40,21.0,757.0,121.0,700.0,0.0888066830069452,
41,21.0,753.0,121.0,700.0,0.111808035560389,
42,22.0,753.0,122.0,696.0,0.1372990561776377,
43,20.0,755.0,121.0,691.0,0.0616475359676613,
44,20.0,753.0,118.0,688.0,0.1509047755088109,
45,22.0,750.0,116.0,699.0,0.105572911717412,
46,23.0,747.0,115.0,695.0,0.1724560994724198,
47,22.0,743.0,112.0,694.0,0.0945521613032288,
48,22.0,743.0,113.0,689.0,0.0962728699789335,
49,22.0,746.0,114.0,695.0,0.0892706380170936,
50,22.0,749.0,117.0,694.0,0.1794971284237578,
51,22.0,747.0,119.0,694.0,0.1474943597868926,
52,21.0,748.0,116.0,701.0,0.0813922649311724,
53,20.0,745.0,120.0,687.0,0.0863887409769045,
54,21.0,745.0,120.0,696.0,0.1675072117022983,
55,19.0,746.0,122.0,695.0,0.158069031765527,
56,21.0,745.0,126.0,698.0,0.0751517645662002,
57,20.0,744.0,123.0,697.0,0.1256454673573715,
58,20.0,741.0,123.0,696.0,0.0872970928005289,
59,20.0,742.0,124.0,698.0,0.1319872496702569,
60,20.0,742.0,124.0,698.0,0.1299830110028627,
61,20.0,739.0,122.0,698.0,0.1553981823655208,
