Frame,Id,Centroid_x,Centroid_y,Area,Eccentricity,Key
0,54.0,1007.0,303.0,1271.0,0.828649845318605,54.0
1,54.0,1006.0,303.0,1178.0,0.7810005341855263,
2,54.0,1006.0,303.0,1214.0,0.7973943877300051,
3,55.0,1005.0,306.0,1259.0,0.8208988194188712,
4,57.0,1005.0,307.0,1303.0,0.8425438989779711,
5,56.0,1005.0,307.0,1370.0,0.8793522222742808,
6,56.0,1005.0,310.0,1310.0,0.8442795132916511,
7,55.0,1006.0,310.0,1387.0,0.8912220028891151,
8,55.0,1007.0,308.0,1329.0,0.8528897385644668,
9,54.0,1010.0,307.0,1332.0,0.8525529581922925,
10,54.0,1013.0,310.0,1321.0,0.8550771544908278,
11,55.0,1013.0,310.0,1336.0,0.8596472218703296,
12,55.0,1011.0,312.0,1378.0,0.8799479947324024,
13,57.0,1012.0,310.0,1346.0,0.8617026135865794,
14,55.0,1013.0,311.0,1278.0,0.827757140067761,
15,57.0,1011.0,312.0,1228.0,0.8076875578959622,
16,57.0,1013.0,309.0,1259.0,0.8197503741621225,
17,57.0,1013.0,310.0,1253.0,0.8198388727056154,
18,57.0,1015.0,308.0,1243.0,0.8129663361640099,
19,55.0,1013.0,308.0,1192.0,0.782230713633478,
20,55.0,1013.0,306.0,1141.0,0.761054096423878,
21,56.0,1015.0,305.0,1147.0,0.7608789402002735,
22,54.0,1014.0,303.0,1178.0,0.7749156511925598,
23,54.0,1012.0,302.0,1124.0,0.7439836104930347,
24,54.0,1014.0,300.0,1121.0,0.7447048804375078,
25,54.0,1013.0,299.0,1081.0,0.7158025152610232,
26,56.0,1013.0,299.0,1136.0,0.7459429991038037,
27,54.0,1010.0,297.0,1148.0,0.7584789970739501,
28,54.0,1010.0,300.0,1233.0,0.8068740463653451,
29,52.0,1009.0,298.0,1229.0,0.8030102286637459,
30,53.0,1006.0,299.0,1218.0,0.7941541419969584,
31,52.0,1003.0,303.0,1214.0,0.8020548770147384,
32,51.0,1005.0,304.0,1179.0,0.7811260002550451,
33,52.0,1005.0,303.0,1296.0,0.8393699876564719,
34,52.0,1002.0,301.0,1267.0,0.8285450218491779,
35,53.0,1001.0,300.0,1243.0,0.8140304695935793,
36,52.0,1004.0,301.0,1267.0,0.8263796831228556,
37,51.0,1004.0,301.0,1344.0,0.8649300816900324,
38,52.0,1003.0,301.0,1382.0,0.8840179465519765,
39,52.0,1002.0,299.0,1395.0,0.8930085257307481,
40,52.0,999.0,300.0,1370.0,0.8856848030358405,
41,53.0,1000.0,298.0,1372.0,0.8785744742619284,
42,53.0,1000.0,300.0,1271.0,0.831411414244087,
43,51.0,1001.0,300.0,1318.0,0.8511806533788102,
44,50.0,1001.0,297.0,1209.0,0.7931447346002106,
45,53.0,1001.0,297.0,1309.0,0.8517915212903033,
46,53.0,1001.0,295.0,1309.0,0.8517765694216222,
47,55.0,1003.0,298.0,1374.0,0.8814038872723141,
48,53.0,1001.0,297.0,1364.0,0.875518475718932,
49,55.0,999.0,299.0,1379.0,0.8903224235505092,
50,55.0,1012.0,305.0,698.0,0.125013475153036,
