Frame,Id,Centroid_x,Centroid_y,Area,Eccentricity,Key
0,27.0,1143.0,140.0,698.0,0.141522584462662,27.0
1,27.0,1143.0,138.0,694.0,0.0815247435020046,
2,27.0,1146.0,139.0,700.0,0.1330531969799761,
3,25.0,1144.0,138.0,695.0,0.1521800620930094,
4,27.0,1140.0,134.0,694.0,0.142947281488688,
5,27.0,1140.0,132.0,698.0,0.0799368105060976,
6,27.0,1140.0,134.0,697.0,0.1150942980794172,
7,26.0,1138.0,135.0,696.0,0.0611617031137074,
8,27.0,1140.0,134.0,690.0,0.0554033725088364,
9,26.0,1142.0,136.0,699.0,0.1181847804295821,
10,26.0,1144.0,139.0,691.0,0.1183824536968882,
11,26.0,1141.0,137.0,698.0,0.1363378324805771,
12,25.0,1140.0,138.0,701.0,0.1035027389535277,
13,25.0,1138.0,136.0,695.0,0.1521800620930097,
14,25.0,1145.0,150.0,1387.0,0.8910048365902942,
15,25.0,1139.0,134.0,697.0,0.1529787986749088,
16,25.0,1136.0,136.0,693.0,0.1227683215352797,
17,26.0,1138.0,136.0,689.0,0.1560026453042524,
18,25.0,1139.0,132.0,699.0,0.1240890095330569,
19,25.0,1137.0,132.0,691.0,0.0938512411905109,
20,23.0,1134.0,129.0,696.0,0.2038316926882924,
21,24.0,1138.0,126.0,697.0,0.163564431066655,
22,23.0,1137.0,124.0,689.0,0.1560026453042524,
23,23.0,1135.0,125.0,697.0,0.1308199299586434,
24,22.0,1137.0,122.0,691.0,0.1390073110994524,
25,24.0,1134.0,125.0,694.0,0.1634164698082791,
26,26.0,1132.0,129.0,696.0,0.202984094055469,
27,24.0,1131.0,131.0,693.0,0.1493837398530527,
28,25.0,1131.0,134.0,700.0,0.1337821480747734,
29,23.0,1128.0,131.0,698.0,0.1149156403745804,
30,24.0,1125.0,135.0,692.0,0.1223677857958217,
31,24.0,1121.0,133.0,692.0,0.0621561127399369,
32,23.0,1118.0,136.0,692.0,0.07321670854945,
33,24.0,1118.0,139.0,689.0,0.1191942738701425,
34,24.0,1122.0,136.0,690.0,0.1428469053656339,
35,24.0,1125.0,135.0,699.0,0.1851124079554827,
36,24.0,1123.0,138.0,696.0,0.1448953114583737,
37,24.0,1121.0,140.0,701.0,0.0813922649311724,
38,24.0,1124.0,137.0,690.0,0.1036709195072548,
39,23.0,1122.0,136.0,697.0,0.1830251064619507,
40,23.0,1123.0,139.0,695.0,0.0778161821070368,
41,23.0,1126.0,135.0,696.0,0.1860989076512618,
42,24.0,1127.0,139.0,699.0,0.1516211783099671,
43,22.0,1126.0,135.0,698.0,0.0871747071881965,
44,22.0,1128.0,132.0,698.0,0.1133388868253071,
45,24.0,1128.0,134.0,694.0,0.1316936823303242,
46,25.0,1132.0,132.0,694.0,0.1634164698082791,
47,24.0,1131.0,128.0,698.0,0.1119890286477671,
48,24.0,1133.0,125.0,699.0,0.1265329666100055,
49,24.0,1130.0,126.0,693.0,0.1484862273714377,
50,23.0,1131.0,130.0,697.0,0.0949068189046214,
51,23.0,1129.0,127.0,696.0,0.2029840940554687,
52,24.0,1131.0,131.0,693.0,0.0610101247341345,
53,23.0,1134.0,133.0,696.0,0.1740876300745685,
54,24.0,1132.0,134.0,690.0,0.1187193355891364,
55,22.0,1134.0,136.0,694.0,0.1077234574643513,
56,23.0,1130.0,135.0,698.0,0.1491606801888731,
57,22.0,1130.0,133.0,698.0,0.1119890286477671,
58,23.0,1133.0,137.0,692.0,0.1399612774442884,
59,23.0,1130.0,136.0,687.0,0.1295036244389442,
60,23.0,1127.0,139.0,696.0,0.040912652878852,
