Frame,Id,Centroid_x,Centroid_y,Area,Eccentricity,Key
0,10.0,767.0,49.0,692.0,0.160929950798361,10.0
1,12.0,768.0,53.0,695.0,0.0936668014622558,
2,10.0,770.0,50.0,696.0,0.1247142912311334,
3,10.0,772.0,47.0,698.0,0.142658574659655,
4,9.0,772.0,44.0,692.0,0.1553612261186255,
5,9.0,774.0,46.0,699.0,0.1001041855616338,
6,9.0,772.0,44.0,699.0,0.1480390822507956,
7,9.0,775.0,41.0,699.0,0.1298125455613563,
8,9.0,779.0,43.0,697.0,0.1912942069699086,
9,9.0,781.0,45.0,691.0,0.0955098832679169,
10,12.0,785.0,47.0,694.0,0.1004756751106812,
11,11.0,785.0,44.0,691.0,0.1183824536968882,
12,9.0,781.0,40.0,698.0,0.1027500664413324,
13,9.0,779.0,40.0,695.0,0.1940536009006424,
14,9.0,781.0,44.0,698.0,0.1143675892243341,
15,10.0,782.0,45.0,692.0,0.0803313745909416,
16,9.0,782.0,45.0,693.0,0.0610101247341345,
17,9.0,785.0,44.0,694.0,0.1637052086559167,
18,9.0,785.0,43.0,697.0,0.084471824313714,
19,10.0,785.0,43.0,700.0,0.1069222150270996,
20,11.0,781.0,47.0,697.0,0.1308199299586434,
21,11.0,779.0,51.0,695.0,0.1880700945717121,
22,10.0,781.0,50.0,695.0,0.0808586731338413,
23,10.0,781.0,46.0,695.0,0.1897307083153895,
24,10.0,782.0,46.0,700.0,0.1059939413307532,
25,11.0,779.0,49.0,698.0,0.1673819682038214,
26,12.0,782.0,51.0,696.0,0.1501008557880654,
27,12.0,783.0,53.0,692.0,0.1037285308006572,
28,12.0,782.0,55.0,695.0,0.081069357014949,
29,11.0,781.0,51.0,702.0,0.1216149734959645,
30,11.0,783.0,50.0,698.0,0.1197640014505593,
31,11.0,786.0,50.0,696.0,0.1698741797769048,
32,11.0,784.0,52.0,698.0,0.1093292591798642,
33,13.0,781.0,55.0,696.0,0.1698741797769048,
34,13.0,785.0,55.0,688.0,0.0815722788734971,
35,13.0,788.0,58.0,699.0,0.0859981686185735,
36,13.0,786.0,58.0,693.0,0.1701563413640694,
37,13.0,784.0,56.0,695.0,0.0892706380170936,
38,12.0,780.0,53.0,694.0,0.1570097821510071,
39,10.0,781.0,50.0,698.0,0.0875508821558597,
40,10.0,780.0,52.0,698.0,0.1492458699280495,
41,10.0,782.0,49.0,697.0,0.1914994004871111,
42,11.0,786.0,48.0,700.0,0.0334040040209605,
43,10.0,783.0,44.0,689.0,0.1104772673566926,
44,10.0,784.0,43.0,693.0,0.1282328557546378,
45,10.0,783.0,41.0,696.0,0.1069872937195002,
46,9.0,781.0,39.0,689.0,0.1560026453042524,
47,8.0,778.0,35.0,697.0,0.1150942980794167,
48,8.0,775.0,35.0,688.0,0.0927977019869375,
49,10.0,778.0,39.0,698.0,0.1975260872914827,
50,8.0,776.0,37.0,688.0,0.0815722788734971,
51,8.0,778.0,33.0,696.0,0.1675072117022983,
52,8.0,777.0,35.0,697.0,0.1131225676800311,
53,8.0,779.0,39.0,691.0,0.1101826704657694,
54,8.0,781.0,37.0,698.0,0.156889738391629,
55,8.0,782.0,38.0,700.0,0.1476850224699257,
56,9.0,783.0,41.0,689.0,0.1138760480833406,
57,8.0,784.0,40.0,695.0,0.1722763100814575,
58,8.0,783.0,37.0,690.0,0.1718927240693296,
59,8.0,782.0,36.0,693.0,0.1493837398530534,
60,8.0,784.0,39.0,695.0,0.1750221882495811,
61,8.0,784.0,37.0,697.0,0.1268355779068589,
