Frame,Id,Centroid_x,Centroid_y,Area,Eccentricity,Key
0,35.0,920.0,185.0,696.0,0.174711752039109,35.0
1,35.0,919.0,184.0,696.0,0.1698741797769048,
2,34.0,918.0,183.0,695.0,0.1084001100920648,
3,32.0,920.0,181.0,698.0,0.1149156403745804,
4,32.0,918.0,178.0,695.0,0.1011433969890238,
5,33.0,920.0,181.0,691.0,0.1669552135792781,
6,35.0,919.0,184.0,699.0,0.109893795200909,
7,34.0,920.0,184.0,691.0,0.0911910425612874,
8,36.0,923.0,180.0,701.0,0.146016707897933,
9,34.0,921.0,176.0,695.0,0.168732775723492,
10,34.0,924.0,177.0,699.0,0.1247429445222026,
11,34.0,925.0,180.0,693.0,0.1273077423188233,
12,34.0,921.0,183.0,698.0,0.0799368105060969,
13,34.0,921.0,185.0,699.0,0.0861827716977799,
14,33.0,918.0,187.0,701.0,0.0813922649311724,
15,34.0,922.0,188.0,697.0,0.0949068189046214,
16,35.0,921.0,186.0,699.0,0.1150137434234555,
17,35.0,921.0,189.0,692.0,0.0423618395275833,
18,35.0,921.0,191.0,696.0,0.1860143080670975,
19,34.0,919.0,192.0,698.0,0.1217888350026749,
20,33.0,915.0,195.0,701.0,0.0796308457803834,
21,35.0,915.0,197.0,702.0,0.1216149734959645,
22,34.0,914.0,198.0,694.0,0.1634164698082791,
23,34.0,911.0,196.0,687.0,0.119253531305597,
24,34.0,911.0,194.0,696.0,0.1162924616969247,
25,35.0,908.0,192.0,694.0,0.1004756751106812,
26,36.0,905.0,196.0,696.0,0.1032511153808071,
27,34.0,903.0,196.0,688.0,0.1392146942837165,
28,35.0,903.0,195.0,692.0,0.1817241889223083,
29,33.0,906.0,192.0,697.0,0.1927917267631685,
30,33.0,910.0,192.0,697.0,0.1067080088135993,
31,33.0,912.0,194.0,697.0,0.1544509738592494,
32,32.0,915.0,197.0,696.0,0.0409126528788466,
33,33.0,914.0,195.0,688.0,0.1078480508629137,
34,33.0,911.0,192.0,694.0,0.1634164698082791,
35,33.0,908.0,194.0,697.0,0.1814905119795923,
36,33.0,908.0,192.0,692.0,0.1407074488283202,
37,32.0,910.0,195.0,694.0,0.1077234574643513,
38,33.0,912.0,194.0,694.0,0.14325799246864,
39,32.0,912.0,193.0,693.0,0.0869758426809075,
40,31.0,913.0,192.0,687.0,0.1248213208124085,
41,32.0,909.0,191.0,690.0,0.1404972095454522,
42,32.0,906.0,190.0,694.0,0.1637052086559167,
43,30.0,909.0,189.0,690.0,0.1226046116381582,
44,30.0,911.0,187.0,694.0,0.0907154307707762,
45,33.0,908.0,189.0,692.0,0.1609299507983609,
46,34.0,910.0,193.0,700.0,0.1125881100657139,
47,34.0,914.0,196.0,697.0,0.185669948524963,
48,33.0,918.0,198.0,696.0,0.1162924616969247,
49,34.0,921.0,197.0,694.0,0.0907154307707762,
50,33.0,918.0,198.0,695.0,0.0751188287195805,
51,34.0,919.0,202.0,698.0,0.125013475153036,
52,34.0,919.0,202.0,696.0,0.1860143080670975,
53,33.0,917.0,205.0,698.0,0.0858250678056884,
54,35.0,915.0,203.0,691.0,0.1361555465546849,
55,33.0,916.0,206.0,691.0,0.1060415989569667,
56,36.0,917.0,209.0,691.0,0.101138662613181,
57,35.0,918.0,210.0,692.0,0.1553612261186262,
58,36.0,918.0,211.0,701.0,0.0862398340093413,
59,37.0,922.0,214.0,697.0,0.1912942069699086,
60,36.0,918.0,213.0,696.0,0.134572264101783,
61,35.0,920.0,215.0,698.0,0.1319872496702569,
