Frame,Id,Centroid_x,Centroid_y,Area,Eccentricity,Key
0,58.0,1085.0,323.0,694.0,0.154801587069805,58.0
1,58.0,1084.0,321.0,696.0,0.0611617031137074,
2,59.0,1085.0,321.0,699.0,0.0974033751905349,
3,58.0,1085.0,324.0,698.0,0.1149156403745804,
4,61.0,1089.0,322.0,697.0,0.1365794529929964,
5,60.0,1093.0,321.0,693.0,0.1258733838109062,
6,61.0,1092.0,320.0,685.0,0.1087046248692005,
7,60.0,1090.0,320.0,694.0,0.1612285145495149,
8,60.0,1088.0,320.0,696.0,0.0690510008851524,
9,58.0,1089.0,321.0,694.0,0.0723491441272366,
10,57.0,1086.0,320.0,694.0,0.0819531996720062,
11,58.0,1089.0,324.0,694.0,0.2009842619930781,
12,56.0,1088.0,320.0,695.0,0.1750221882495811,
13,59.0,1084.0,322.0,698.0,0.1975260872914827,
14,56.0,1085.0,321.0,693.0,0.1227683215352797,
15,58.0,1081.0,319.0,691.0,0.0798424509127603,
16,59.0,1080.0,319.0,696.0,0.1162924616969247,
17,59.0,1078.0,319.0,696.0,0.1069872937195002,
18,58.0,1080.0,316.0,694.0,0.0792712781140971,
19,57.0,1079.0,314.0,694.0,0.1831808659298026,
20,57.0,1083.0,317.0,691.0,0.0955098832679169,
21,60.0,1085.0,315.0,693.0,0.1493837398530527,
22,57.0,1085.0,317.0,691.0,0.0533984864540041,
23,58.0,1086.0,317.0,698.0,0.1553981823655208,
24,58.0,1084.0,321.0,688.0,0.1308756623761458,
25,57.0,1082.0,318.0,698.0,0.2018743249267931,
26,59.0,1085.0,320.0,701.0,0.0839365891787696,
27,59.0,1088.0,320.0,697.0,0.1912942069699086,
28,57.0,1092.0,320.0,695.0,0.1724560994724198,
29,55.0,1089.0,318.0,692.0,0.120501442956192,
30,59.0,1092.0,320.0,696.0,0.1808028298560152,
31,57.0,1096.0,322.0,691.0,0.0955098832679169,
32,57.0,1094.0,325.0,691.0,0.1361555465546849,
33,58.0,1094.0,328.0,697.0,0.1050360191437268,
34,58.0,1091.0,325.0,696.0,0.1396148946464865,
35,59.0,1095.0,328.0,696.0,0.1176631940480866,
36,57.0,1093.0,329.0,690.0,0.1495175461106056,
37,56.0,1091.0,330.0,691.0,0.1440103205651079,
38,57.0,1088.0,328.0,695.0,0.0892706380170936,
39,58.0,1088.0,331.0,698.0,0.0871747071881965,
40,58.0,1087.0,327.0,695.0,0.1724560994724198,
41,59.0,1087.0,324.0,698.0,0.1975260872914827,
42,59.0,1087.0,327.0,695.0,0.1722763100814575,
43,57.0,1091.0,331.0,695.0,0.1136478260546781,
44,56.0,1090.0,331.0,697.0,0.2151692934400109,
45,59.0,1091.0,333.0,687.0,0.1424919629737966,
46,60.0,1092.0,333.0,698.0,0.0857629110998688,
47,61.0,1091.0,332.0,698.0,0.1490975757643926,
48,58.0,1089.0,334.0,691.0,0.0978841118630762,
49,60.0,1092.0,333.0,698.0,0.1975260872914827,
50,58.0,1094.0,332.0,698.0,0.1382717319076737,
51,57.0,1092.0,333.0,692.0,0.1461303890342227,
52,57.0,1089.0,332.0,689.0,0.0881933614550216,
53,57.0,1091.0,334.0,690.0,0.0680214512530243,
54,56.0,1088.0,331.0,695.0,0.1724560994724198,
55,56.0,1091.0,330.0,697.0,0.1295176680968863,
56,57.0,1088.0,330.0,689.0,0.1263321226269844,
57,57.0,1087.0,332.0,697.0,0.1567657582895341,
58,60.0,1086.0,336.0,693.0,0.1056210951038913,
59,59.0,1082.0,334.0,694.0,0.0965315208430096,
60,57.0,1079.0,332.0,690.0,0.1556480469976168,
61,56.0,1083.0,329.0,699.0,0.1279611154824579,
