Frame,Id,Centroid_x,Centroid_y,Area,Eccentricity,Key
0,16.0,916.0,74.0,695.0,0.165287731813491,16.0
1,16.0,917.0,71.0,690.0,0.154875147510608,
2,16.0,915.0,75.0,696.0,0.1809483016978278,
3,16.0,914.0,76.0,698.0,0.0936882947733755,
4,16.0,911.0,76.0,693.0,0.1056210951038913,
5,16.0,912.0,78.0,696.0,0.1069872937195002,
6,16.0,915.0,76.0,696.0,0.134572264101783,
7,16.0,914.0,77.0,697.0,0.1361725320667533,
8,15.0,911.0,73.0,691.0,0.1091650564741553,
9,15.0,909.0,72.0,694.0,0.1563404543890528,
10,14.0,912.0,69.0,695.0,0.1839265715446401,
11,14.0,908.0,73.0,690.0,0.1476117739272451,
12,13.0,907.0,73.0,690.0,0.1452311637268813,
13,13.0,904.0,70.0,695.0,0.1897307083153895,
14,14.0,908.0,72.0,699.0,0.1690447305926666,
15,12.0,905.0,69.0,695.0,0.1236515319682504,
16,12.0,903.0,66.0,696.0,0.0611617031137074,
17,13.0,906.0,67.0,696.0,0.1589406432488538,
18,13.0,908.0,66.0,697.0,0.1509125389816804,
19,14.0,905.0,69.0,695.0,0.1722763100814575,
20,13.0,904.0,65.0,695.0,0.1022485025503916,
21,14.0,902.0,69.0,694.0,0.0928205459089462,
22,14.0,902.0,70.0,698.0,0.1433410713615315,
23,14.0,903.0,72.0,690.0,0.1226046116381591,
24,15.0,902.0,75.0,697.0,0.1596134889020304,
25,15.0,899.0,71.0,690.0,0.0856147228057026,
26,16.0,896.0,69.0,692.0,0.0650631771129865,
27,15.0,893.0,69.0,700.0,0.0812849940830993,
28,15.0,895.0,67.0,698.0,0.0831156647050209,
