Frame,Id,Centroid_x,Centroid_y,Area,Eccentricity,Key
0,12.0,1092.0,51.0,695.0,0.101143396989023,12.0
1,11.0,1091.0,49.0,698.0,0.113386646386594,
2,12.0,1091.0,51.0,696.0,0.2052573906741835,
3,12.0,1093.0,50.0,692.0,0.120501442956192,
4,12.0,1093.0,49.0,691.0,0.0533984864540041,
5,12.0,1094.0,49.0,700.0,0.0672755022584698,
6,12.0,1091.0,51.0,694.0,0.040416395985538,
7,11.0,1089.0,48.0,690.0,0.0604193108492591,
8,11.0,1088.0,44.0,694.0,0.1144611351640242,
9,12.0,1087.0,46.0,700.0,0.1294491575513781,
10,10.0,1091.0,44.0,690.0,0.1212108540259437,
11,10.0,1088.0,41.0,699.0,0.131734906840033,
12,11.0,1089.0,45.0,699.0,0.109893795200909,
13,11.0,1086.0,47.0,695.0,0.1711550257039913,
14,11.0,1088.0,44.0,693.0,0.1634204759751331,
15,9.0,1084.0,43.0,700.0,0.0826591636543352,
16,10.0,1082.0,45.0,698.0,0.1673819682038214,
17,11.0,1081.0,49.0,701.0,0.0796308457803834,
18,12.0,1079.0,50.0,693.0,0.191698590786518,
19,12.0,1083.0,49.0,696.0,0.0611617031137074,
20,12.0,1079.0,49.0,697.0,0.0986290714087936,
21,10.0,1082.0,48.0,695.0,0.1291221996258177,
22,11.0,1081.0,50.0,692.0,0.1185517994136417,
23,11.0,1078.0,50.0,689.0,0.1269269101211529,
24,11.0,1081.0,47.0,690.0,0.0967926873411681,
25,10.0,1081.0,48.0,687.0,0.1071888871877587,
26,11.0,1083.0,50.0,694.0,0.0723491441272358,
27,11.0,1085.0,52.0,698.0,0.1975260872914827,
28,11.0,1083.0,54.0,692.0,0.1185517994136422,
29,12.0,1080.0,57.0,693.0,0.1227250478466719,
30,14.0,1084.0,59.0,700.0,0.1157389354872269,
31,14.0,1087.0,55.0,690.0,0.1428469053656339,
32,14.0,1088.0,56.0,695.0,0.0778156160871311,
33,14.0,1088.0,59.0,696.0,0.1698741797769048,
34,14.0,1087.0,62.0,697.0,0.0513999223563899,
35,14.0,1091.0,62.0,695.0,0.1299255383417879,
36,14.0,1091.0,64.0,698.0,0.113386646386594,
37,14.0,1088.0,64.0,691.0,0.1231697817546904,
38,14.0,1085.0,63.0,698.0,0.0799368105060976,
39,13.0,1086.0,66.0,700.0,0.0812849940830993,
40,13.0,1083.0,68.0,698.0,0.0936882947733755,
41,13.0,1083.0,69.0,699.0,0.1479636049433806,
42,14.0,1080.0,67.0,699.0,0.1480390822507956,
43,12.0,1083.0,64.0,691.0,0.1204238799385043,
44,12.0,1084.0,63.0,689.0,0.1050477966834868,
45,14.0,1085.0,62.0,696.0,0.1246754047644245,
46,14.0,1089.0,62.0,694.0,0.1429472814886872,
47,14.0,1086.0,64.0,698.0,0.2018743249267931,
48,14.0,1088.0,64.0,700.0,0.1157389354872269,
49,15.0,1089.0,67.0,691.0,0.1315455542994173,
50,14.0,1085.0,71.0,700.0,0.1059939413307532,
51,14.0,1083.0,70.0,696.0,0.0733852873862472,
52,13.0,1086.0,67.0,698.0,0.1975260872914827,
53,13.0,1088.0,67.0,692.0,0.1399612774442884,
54,14.0,1089.0,69.0,698.0,0.1243594441659834,
55,12.0,1093.0,71.0,693.0,0.134251856380421,
56,13.0,1091.0,73.0,688.0,0.1154946595228211,
57,12.0,1089.0,73.0,699.0,0.1279611154824579,
58,13.0,1087.0,73.0,692.0,0.0993850281580743,
59,13.0,1084.0,71.0,700.0,0.0812849940830993,
60,13.0,1081.0,72.0,696.0,0.0733852873862472,
61,13.0,1083.0,74.0,689.0,0.1560026453042524,
