Frame,Id,Centroid_x,Centroid_y,Area,Eccentricity,Key
0,32.0,1160.0,173.0,698.0,0.128167137408852,32.0
1,33.0,1158.0,177.0,698.0,0.113386646386594,
2,33.0,1156.0,179.0,699.0,0.1265329666100055,
3,30.0,1153.0,177.0,690.0,0.0954091570504961,
4,31.0,1152.0,173.0,695.0,0.1722763100814575,
5,30.0,1156.0,170.0,696.0,0.1602176871518709,
6,29.0,1158.0,166.0,695.0,0.0637522182871927,
7,29.0,1158.0,168.0,697.0,0.0513999223563909,
8,30.0,1155.0,165.0,690.0,0.1495175461106056,
9,29.0,1158.0,169.0,696.0,0.1740876300745685,
10,29.0,1158.0,167.0,690.0,0.0604193108492591,
11,29.0,1154.0,170.0,698.0,0.1975260872914827,
12,28.0,1154.0,166.0,695.0,0.0892706380170936,
13,28.0,1151.0,165.0,692.0,0.1553612261186262,
