Frame,Id,Centroid_x,Centroid_y,Area,Eccentricity,Key
0,19.0,833.0,96.0,1263.0,0.822539445599736,19.0
1,17.0,834.0,95.0,1177.0,0.7821198265787852,
2,17.0,835.0,95.0,1190.0,0.7832743068517074,
3,17.0,835.0,95.0,1357.0,0.871886453927026,
4,17.0,836.0,97.0,1388.0,0.8940885589279713,
5,17.0,836.0,99.0,1326.0,0.8566514772071955,
6,19.0,836.0,102.0,1324.0,0.8524726824475718,
7,19.0,836.0,103.0,1381.0,0.894213909284465,
8,19.0,837.0,105.0,1364.0,0.8705785307883179,
9,19.0,836.0,107.0,1373.0,0.8823328646640938,
10,18.0,838.0,105.0,1391.0,0.8909860204919364,
11,18.0,839.0,108.0,1343.0,0.8591697398526328,
12,17.0,837.0,112.0,1315.0,0.8530254888280268,
13,17.0,836.0,111.0,1283.0,0.8308171131324045,
14,17.0,835.0,112.0,1284.0,0.8343633291761716,
15,17.0,836.0,113.0,1314.0,0.8482929630252259,
16,17.0,834.0,113.0,1299.0,0.8416739392473663,
17,19.0,836.0,114.0,1273.0,0.8259913005991514,
18,20.0,833.0,115.0,1215.0,0.8002608509192346,
19,21.0,834.0,118.0,1154.0,0.7684108844725989,
20,20.0,831.0,118.0,1193.0,0.7860173002573544,
21,20.0,834.0,119.0,1307.0,0.8435912800993698,
22,20.0,834.0,119.0,1326.0,0.8595555081642714,
23,21.0,833.0,119.0,1259.0,0.8268245041102725,
24,20.0,832.0,118.0,1318.0,0.8485430881619027,
25,20.0,831.0,120.0,1281.0,0.831603272696918,
26,22.0,831.0,120.0,1292.0,0.840316374508102,
27,21.0,832.0,116.0,1208.0,0.7917119310965777,
28,21.0,833.0,116.0,1127.0,0.7507084921348243,
29,20.0,830.0,117.0,1030.0,0.6805296096166652,
30,21.0,833.0,118.0,1140.0,0.7557056958024817,
31,21.0,836.0,118.0,1077.0,0.7116193631032116,
32,20.0,839.0,116.0,1008.0,0.6674822925337169,
33,21.0,836.0,114.0,944.0,0.6071526664427894,
34,21.0,835.0,110.0,861.0,0.5189206006363176,
35,21.0,835.0,109.0,1030.0,0.6935837850649677,
36,21.0,836.0,109.0,1105.0,0.7465231025587065,
37,21.0,838.0,113.0,1229.0,0.8071092226997811,
38,21.0,837.0,111.0,1135.0,0.7493870102222406,
39,19.0,835.0,110.0,1080.0,0.7145928554242591,
40,18.0,836.0,109.0,1097.0,0.7265375801822693,
41,17.0,837.0,107.0,1099.0,0.7315058235001896,
42,19.0,838.0,107.0,1159.0,0.7619689591630661,
43,17.0,840.0,109.0,1151.0,0.764728736913909,
44,16.0,840.0,108.0,1108.0,0.7333243448446656,
45,18.0,841.0,108.0,1240.0,0.8119110873750982,
46,19.0,844.0,106.0,1158.0,0.7674614749871764,
47,19.0,847.0,109.0,1178.0,0.777805809738441,
48,19.0,845.0,110.0,1312.0,0.8461474376796992,
49,19.0,846.0,108.0,1275.0,0.8307017970451509,
50,18.0,845.0,108.0,1183.0,0.7848536285829742,
51,18.0,845.0,107.0,1099.0,0.7272729932637735,
52,17.0,845.0,107.0,1260.0,0.8196692055079382,
53,16.0,847.0,109.0,1338.0,0.855775851318086,
54,17.0,846.0,111.0,1363.0,0.8727556475427578,
55,16.0,845.0,113.0,1388.0,0.8851549409065693,
56,16.0,846.0,112.0,1367.0,0.8757782486515574,
57,16.0,845.0,114.0,1358.0,0.8668216976384475,
58,17.0,843.0,115.0,1306.0,0.8416169393456352,
59,18.0,845.0,114.0,1293.0,0.839064494815275,
60,18.0,847.0,115.0,1226.0,0.8043719762272175,
61,18.0,847.0,117.0,1288.0,0.8317099297615856,
