Frame,Id,Centroid_x,Centroid_y,Area,Eccentricity,Key
0,57.0,219.0,313.0,694.0,0.120103545731067,57.0
1,57.0,221.0,316.0,695.0,0.1691114053173407,
2,58.0,223.0,314.0,690.0,0.0604193108492591,
3,56.0,220.0,311.0,693.0,0.1683299227957458,
4,59.0,222.0,311.0,692.0,0.1274306661366631,
5,58.0,222.0,311.0,698.0,0.1433410713615315,
6,58.0,221.0,309.0,699.0,0.126508127738101,
7,58.0,220.0,309.0,695.0,0.1716838037460465,
8,58.0,224.0,307.0,697.0,0.1224683119240782,
9,55.0,220.0,308.0,697.0,0.1241266692658964,
10,55.0,221.0,309.0,695.0,0.1652877318134906,
11,54.0,223.0,307.0,693.0,0.0643343154025083,
12,54.0,227.0,306.0,692.0,0.1083086305551847,
13,55.0,225.0,305.0,698.0,0.1026857992913011,
