Frame,Id,Centroid_x,Centroid_y,Area,Eccentricity,Key
0,15.0,1180.0,70.0,690.0,0.126717879422678,15.0
1,14.0,1178.0,68.0,700.0,0.1133586909744863,
2,15.0,1180.0,72.0,696.0,0.1162924616969247,
3,15.0,1181.0,72.0,688.0,0.1088899822949898,
4,15.0,1185.0,71.0,695.0,0.1722763100814575,
5,15.0,1181.0,72.0,696.0,0.1698741797769048,
6,15.0,1180.0,72.0,692.0,0.0621561127399369,
7,15.0,1179.0,73.0,694.0,0.1429472814886872,
8,16.0,1176.0,76.0,696.0,0.1227278987355254,
9,16.0,1177.0,77.0,699.0,0.1309794705794067,
10,16.0,1180.0,76.0,697.0,0.1518847793825564,
11,16.0,1182.0,76.0,695.0,0.0936668014622558,
12,14.0,1185.0,74.0,697.0,0.120918972749735,
13,15.0,1187.0,77.0,694.0,0.1840486346227314,
14,15.0,1186.0,76.0,697.0,0.1518847793825564,
15,15.0,1189.0,72.0,697.0,0.1256454673573715,
16,15.0,1192.0,74.0,698.0,0.1382717319076737,
17,15.0,1190.0,71.0,699.0,0.1457796158870883,
18,15.0,1192.0,72.0,698.0,0.1174633160276232,
19,16.0,1193.0,76.0,692.0,0.1304090906053171,
20,15.0,1190.0,73.0,690.0,0.0947538561162985,
21,16.0,1192.0,72.0,697.0,0.1478297811654871,
22,15.0,1188.0,73.0,697.0,0.168328239451742,
23,15.0,1191.0,71.0,689.0,0.1489164680552419,
24,14.0,1195.0,68.0,698.0,0.1433410713615315,
25,14.0,1196.0,65.0,697.0,0.1241266692658964,
26,15.0,1197.0,62.0,697.0,0.1363371196129028,
