Frame,Id,Centroid_x,Centroid_y,Area,Eccentricity,Key
0,8.0,995.0,42.0,1147.0,0.764610954722571,8.0
1,8.0,995.0,42.0,1035.0,0.6824430290181864,
2,8.0,996.0,42.0,904.0,0.5695617623013205,
3,8.0,994.0,40.0,985.0,0.6473922430482577,
4,8.0,995.0,40.0,932.0,0.5962785856996355,
5,8.0,996.0,40.0,958.0,0.6236279094156894,
6,8.0,994.0,41.0,1035.0,0.6830663832744674,
7,8.0,990.0,40.0,1034.0,0.693167392668787,
8,8.0,990.0,43.0,1157.0,0.7700739971024747,
9,8.0,990.0,47.0,1143.0,0.7609960755908137,
10,9.0,989.0,45.0,1064.0,0.7162178585158367,
11,9.0,991.0,45.0,1141.0,0.755686189317514,
12,10.0,991.0,45.0,1195.0,0.7802509919170277,
13,6.0,982.0,38.0,1880.0,0.9003730727090447,
14,7.0,981.0,41.0,1987.0,0.9218762865230152,
15,6.0,981.0,40.0,2068.0,0.9514535105107782,
16,7.0,968.0,35.0,1330.0,0.8540125399250418,
17,7.0,966.0,34.0,1393.0,0.8902366022544047,
18,5.0,957.0,21.0,694.0,0.0907154307707762,
19,5.0,960.0,18.0,690.0,0.0821373088659141,
