Id,Centroid_x,Centroid_y,Area
1,947,8,531.0
2,1309,7,473.0
3,1367,12,661.0
4,185,16,697.0
5,1183,21,691.0
6,517,25,695.0
7,835,25,696.0
8,12,26,662.0
9,994,45,1383.0
10,883,52,1386.0
11,781,51,702.0
12,1080,57,693.0
13,1216,59,1389.0
14,462,75,699.0
15,344,106,1382.0
16,939,99,700.0
17,474,105,695.0
18,1041,106,690.0
19,692,107,692.0
20,830,117,1030.0
21,635,130,1299.0
22,750,121,700.0
23,1128,131,698.0
24,458,159,697.0
25,194,162,699.0
26,35,165,695.0
27,417,168,694.0
28,1139,174,689.0
29,816,176,691.0
30,326,184,1308.0
31,682,184,696.0
32,1241,191,696.0
33,906,192,697.0
34,652,209,696.0
35,199,212,698.0
36,1342,216,697.0
37,848,219,695.0
38,1294,226,699.0
39,645,240,696.0
40,551,242,693.0
41,736,267,3021.0
42,1103,257,944.0
43,812,255,694.0
44,1019,255,691.0
45,1341,259,1281.0
46,584,261,698.0
47,1190,265,1058.0
48,233,285,1856.0
49,19,271,697.0
50,472,272,688.0
51,857,272,693.0
52,1009,298,1229.0
53,11,327,1347.0
54,282,306,688.0
55,1089,318,692.0
56,1226,322,1144.0
57,1285,319,690.0
58,284,338,691.0
59,1162,345,695.0
60,1328,351,695.0
61,990,353,691.0
62,944,361,1183.0
63,366,361,690.0
64,726,369,697.0
65,44,392,693.0
66,1145,400,698.0
67,849,405,698.0
68,749,415,697.0
69,714,416,698.0
70,52,426,697.0
71,324,430,691.0
72,501,430,701.0
73,253,447,1386.0
74,1037,447,1342.0
75,214,445,696.0
76,418,447,695.0
77,26,450,688.0
78,665,472,697.0
79,311,477,1161.0
80,1336,496,1645.0
81,167,481,695.0
82,977,489,1124.0
83,1136,498,689.0
84,240,505,697.0
85,680,532,2442.0
86,946,511,697.0
87,614,517,701.0
88,357,521,695.0
89,1368,523,695.0
90,1283,531,700.0
91,914,541,1307.0
92,312,564,2691.0
93,966,535,699.0
94,542,535,687.0
95,845,549,699.0
96,1341,549,688.0
97,815,566,1483.0
98,1083,561,698.0
99,893,563,695.0
100,609,565,692.0
101,11,571,641.0
102,139,582,1287.0
103,935,581,697.0
104,91,584,695.0
105,209,594,697.0
106,465,598,697.0
107,364,630,2420.0
108,746,603,1058.0
109,1312,602,689.0
110,168,614,689.0
111,285,615,696.0
112,655,617,697.0
113,1165,619,693.0
114,62,631,700.0
115,455,636,1392.0
116,1330,633,698.0
117,849,635,693.0
118,995,638,696.0
119,1204,639,695.0
120,951,642,699.0
121,562,645,687.0
122,409,649,697.0
123,737,656,692.0
124,1248,660,699.0
125,670,674,1738.0
126,1097,665,693.0
127,227,669,694.0
128,66,670,697.0
129,264,671,694.0
130,10,687,607.0
131,790,690,696.0
132,923,694,692.0
133,653,697,693.0
134,1139,702,698.0
135,423,709,1042.0
136,1272,713,694.0
137,1110,720,693.0
138,959,722,696.0
139,490,728,696.0
140,538,728,689.0
141,1365,731,698.0
142,585,743,694.0
143,906,749,700.0
144,525,760,702.0
145,347,762,691.0
146,1184,763,696.0
147,214,767,690.0
148,752,777,688.0
149,381,790,1337.0
150,880,785,698.0
151,15,789,695.0
152,567,794,692.0
153,912,793,691.0
154,705,798,1143.0
155,841,797,692.0
156,289,827,1363.0
157,13,821,688.0
158,726,825,695.0
159,1177,832,952.0
160,820,830,688.0
161,643,833,698.0
162,226,846,1157.0
163,819,864,1398.0
164,165,861,698.0
165,127,863,699.0
166,301,878,1327.0
167,985,868,697.0
168,691,879,692.0
169,113,890,1290.0
170,427,888,697.0
171,47,890,697.0
172,517,898,2007.0
173,1156,899,1151.0
174,629,894,699.0
175,812,903,698.0
176,1009,904,700.0
177,718,910,690.0
178,153,920,691.0
179,1201,922,698.0
180,539,930,698.0
181,880,932,698.0
182,70,933,688.0
183,379,937,1223.0
184,1392,941,391.0
185,266,942,699.0
186,1348,949,564.0
187,22,949,551.0
188,833,950,495.0
189,469,951,460.0
190,129,953,334.0
191,334,954,282.0
192,213,959,6.0
