Id,Centroid_x,Centroid_y,Area,Eccentricity
1,187,10,604.0,0.5809672078952806
2,952,9,569.0,0.6336939440962064
3,1308,7,471.0,0.7678094201889868
4,1363,11,643.0,0.47990998676532604
5,1187,26,699.0,0.16453367106624645
6,10,34,597.0,0.5706139556333323
7,835,35,691.0,0.09119104256128384
8,973,37,689.0,0.14148143751904416
9,522,38,690.0,0.055403372508836486
10,883,49,980.0,0.6421502461237125
11,1217,60,1355.0,0.8704497957325096
12,1014,54,698.0,0.11762729771759076
13,788,58,699.0,0.08599816861857355
14,1091,62,695.0,0.1299255383417879
15,450,72,701.0,0.10441991953401136
16,935,98,696.0,0.15010085578806542
17,1038,99,694.0,0.1384170066716948
18,475,99,688.0,0.10710017003968363
19,340,110,1130.0,0.7529460434824758
20,683,107,696.0,0.20351199671354095
21,835,109,1030.0,0.6935837850649677
22,635,127,1105.0,0.730924766282567
23,755,123,694.0,0.1766382647800247
24,1125,135,699.0,0.18511240795548276
25,195,157,698.0,0.19752608729148277
26,457,159,697.0,0.12091897274973501
27,417,163,692.0,0.11285044346382393
28,822,169,697.0,0.15188477938255643
29,1144,175,693.0,0.054620619686073915
30,324,186,1249.0,0.8169669794779687
31,36,182,692.0,0.08033137459094163
32,691,190,700.0,0.11697061540462356
33,908,194,697.0,0.1814905119795923
34,650,206,698.0,0.20187432492679314
35,1245,206,692.0,0.1407074488283202
36,1339,216,697.0,0.1642184527150947
37,193,220,698.0,0.0960990606254144
38,838,224,698.0,0.11333888682530718
39,1283,235,700.0,0.1081141824817092
40,553,243,694.0,0.10653712580684416
41,641,247,690.0,0.14951754611060486
42,1019,250,699.0,0.13097947057940676
43,1342,255,1296.0,0.8412863330988639
44,818,256,696.0,0.1779840209669054
45,740,271,2613.0,0.836872809239963
46,1102,265,1148.0,0.7582530835731071
47,1185,268,1097.0,0.7266237872605845
48,233,271,1162.0,0.7645398387340508
49,579,264,694.0,0.1153409185973333
50,9,267,579.0,0.6215555744244893
51,864,272,698.0,0.11333554327085864
52,475,276,695.0,0.17227631008145758
53,1001,300,1243.0,0.8140304695935793
54,11,324,1184.0,0.9142696145431952
55,281,323,1396.0,0.895484025706206
56,230,311,688.0,0.09683732381207485
57,1289,317,698.0,0.19752608729148277
58,1228,320,1133.0,0.752855545647783
59,1095,328,696.0,0.11766319404808666
60,1161,341,699.0,0.12048209927768407
61,945,359,1152.0,0.7603341656602454
62,1328,353,698.0,0.13827173190767453
63,732,357,691.0,0.09119104256128384
64,987,358,692.0,0.12050144295619207
65,358,362,695.0,0.06487305167506846
66,48,387,697.0,0.11509429807941726
67,1147,399,698.0,0.16868666731895476
68,849,405,697.0,0.0513999223563899
69,711,415,695.0,0.1667676364104796
70,41,419,697.0,0.05139992235639098
71,744,422,697.0,0.11174578396262017
72,496,431,690.0,0.0967926873411681
73,258,442,1189.0,0.7772446216290003
74,323,443,697.0,0.14159120634973157
75,208,445,699.0,0.10557291171741201
76,1049,450,691.0,0.0643578746692527
77,32,452,689.0,0.1571808933494357
78,426,452,691.0,0.11838245369688828
79,1019,461,692.0,0.15536122611862627
80,674,497,2040.0,0.9112910106268457
81,1334,474,690.0,0.13131608581666826
82,163,482,700.0,0.10719791524933257
83,292,483,697.0,0.18610144604354203
84,979,490,1091.0,0.7198773823861454
85,324,490,701.0,0.10350273895352775
86,1139,496,691.0,0.09550988326791691
87,248,498,698.0,0.19526897547135164
88,1345,523,2331.0,0.39361960496005316
89,945,512,699.0,0.0676499035308208
90,611,524,694.0,0.15908144615658704
91,1281,526,698.0,0.06460763361517774
92,908,533,695.0,0.07781618210703685
93,364,535,691.0,0.11838245369688828
94,540,539,694.0,0.09921465963742464
95,970,539,691.0,0.10056396952008993
96,307,578,3071.0,0.935926308835399
97,824,558,2218.0,0.5072133995316335
98,683,556,1219.0,0.8030719652739325
99,935,568,1362.0,0.8674120947578702
100,1079,560,695.0,0.17227631008145758
101,614,564,692.0,0.10598228255328954
102,13,568,687.0,0.250304760901861
103,893,570,696.0,0.10902304809900482
104,134,589,2672.0,0.9292892637006241
105,467,593,696.0,0.10902304809900482
106,1303,593,692.0,0.12990678284473361
107,205,593,692.0,0.1393159545882067
108,362,604,1284.0,0.8272307919581472
109,749,604,1210.0,0.7989888577904111
110,660,610,698.0,0.19491461247948674
111,1167,617,689.0,0.13020138942909745
112,858,629,698.0,0.19752608729148277
113,451,633,1330.0,0.8542572229083532
114,955,632,692.0,0.1830483162362591
115,73,635,695.0,0.08927063801709367
116,1201,638,699.0,0.08799853681357073
117,1328,639,696.0,0.19522425377141894
118,991,642,699.0,0.11824612553148685
119,566,647,697.0,0.09490681890462149
120,385,652,1760.0,0.8540331963006998
121,735,654,698.0,0.08755795420032267
122,1247,660,689.0,0.08139862391641856
123,666,677,2398.0,0.8046634613576363
124,65,669,696.0,0.1090230480990038
125,243,674,1296.0,0.8448840585574061
126,1086,673,690.0,0.0967173149053231
127,12,685,663.0,0.39016917865636497
128,918,693,697.0,0.17458513979111026
129,1142,694,697.0,0.19279172676316858
130,432,710,1364.0,0.8735181222051722
131,786,700,695.0,0.16873277572349207
132,1271,711,699.0,0.11818478042958215
133,1368,715,699.0,0.10882116665451723
134,959,719,698.0,0.13350613689449817
135,1105,724,696.0,0.18094830169782786
136,543,726,697.0,0.13633711961290282
137,489,732,698.0,0.1309887185481057
138,581,744,698.0,0.12303861907360782
139,906,751,697.0,0.12564546735737156
140,521,753,696.0,0.1543193430486107
141,343,753,697.0,0.19129420696990862
142,1179,759,698.0,0.1783578358129583
143,217,766,700.0,0.13378214807477345
144,748,770,699.0,0.10989379520090903
145,394,780,697.0,0.09490681890462149
146,572,787,695.0,0.17227631008145758
147,20,803,1368.0,0.8810333544412938
148,897,793,1340.0,0.8638469428887458
149,706,809,1548.0,0.87438837399133
150,368,799,698.0,0.12024190141833675
151,838,802,699.0,0.07432989016679993
152,287,823,1316.0,0.849783332412656
153,642,821,696.0,0.04091265287884663
154,1180,831,1243.0,0.8141727989597326
155,817,832,696.0,0.14190620716941818
156,232,859,954.0,0.609385722422197
157,131,858,689.0,0.09627286997893351
158,162,859,700.0,0.10734610402489493
159,815,877,2036.0,0.5804854465514893
160,985,870,700.0,0.05439259489143856
161,294,882,1185.0,0.7727796065491256
162,687,879,698.0,0.11198902864776718
163,427,880,688.0,0.11549465952282113
164,544,883,698.0,0.19752608729148277
165,103,892,1371.0,0.8794305047391181
166,628,891,698.0,0.13198724967025696
167,45,893,699.0,0.1516211783099671
168,1161,896,789.0,0.393784751114141
169,1010,904,695.0,0.16528773181349132
170,521,905,694.0,0.07234914412723588
171,725,906,692.0,0.15536122611862627
172,152,908,696.0,0.15010085578806542
173,490,908,693.0,0.11923876263377102
174,1197,918,693.0,0.16063181656161016
175,549,929,700.0,0.04786270435699941
176,869,929,698.0,0.1309887185481057
177,62,933,694.0,0.09282054590894623
178,380,940,1056.0,0.7068772954921301
179,268,944,688.0,0.10586092067941824
180,1353,945,688.0,0.09279770198693756
181,1394,947,240.0,0.8734942011096084
182,335,949,556.0,0.6654817683201746
183,121,951,428.0,0.8033584962646143
184,839,951,435.0,0.7893259947128041
185,20,952,414.0,0.8120985942511673
186,462,953,303.0,0.8735620760973327
