Id,Centroid_x,Centroid_y,Area
1,8,19,605.0
2,1307,11,644.0
3,1376,12,667.0
4,846,20,696.0
5,181,23,689.0
6,1187,23,696.0
7,966,34,1393.0
8,506,35,698.0
9,785,44,694.0
10,870,48,697.0
11,1081,49,701.0
12,1010,55,695.0
13,906,67,696.0
14,1236,67,690.0
15,1190,71,699.0
16,456,72,699.0
17,348,93,698.0
18,678,102,697.0
19,836,114,1273.0
20,472,107,698.0
21,952,107,699.0
22,1031,112,697.0
23,638,123,1300.0
24,328,120,699.0
25,756,130,699.0
26,1138,136,689.0
27,186,158,697.0
28,433,167,1368.0
29,1145,166,699.0
30,338,178,1259.0
31,38,171,696.0
32,827,175,689.0
33,681,184,696.0
34,1248,184,692.0
35,921,189,692.0
36,1345,209,699.0
37,658,212,696.0
38,194,216,691.0
39,849,230,690.0
40,1298,234,696.0
41,545,242,693.0
42,661,247,697.0
43,1345,255,1170.0
44,754,255,1039.0
45,1102,258,1335.0
46,1029,255,691.0
47,810,257,698.0
48,1180,259,1079.0
49,240,267,1112.0
50,473,262,692.0
51,577,263,698.0
52,722,278,1962.0
53,870,266,700.0
54,14,268,700.0
55,278,297,692.0
56,229,302,690.0
57,1013,310,1253.0
58,10,309,629.0
59,1078,319,696.0
60,1283,327,695.0
61,278,332,692.0
62,1228,335,1202.0
63,14,340,696.0
64,983,351,695.0
65,1324,350,692.0
66,947,365,1349.0
67,1167,352,698.0
68,724,357,699.0
69,378,361,697.0
70,51,383,692.0
71,1160,399,701.0
72,858,404,696.0
73,723,417,1110.0
74,232,427,1394.0
75,321,433,693.0
76,34,440,1203.0
77,522,437,699.0
78,1039,449,1213.0
79,416,451,699.0
80,252,463,695.0
81,681,472,697.0
82,308,480,847.0
83,1341,502,1980.0
84,166,485,690.0
85,1142,488,698.0
86,969,509,2564.0
87,221,501,688.0
88,681,540,2563.0
89,620,510,693.0
90,904,535,1291.0
91,367,528,695.0
92,315,558,2399.0
93,536,543,699.0
94,1281,546,687.0
95,828,563,2070.0
96,602,554,688.0
97,886,562,691.0
98,9,566,572.0
99,134,580,1381.0
100,1350,568,696.0
101,1080,573,695.0
102,78,584,698.0
103,941,586,692.0
104,218,589,699.0
105,468,595,693.0
106,741,604,998.0
107,357,627,2028.0
108,1307,602,694.0
109,163,618,696.0
110,656,619,693.0
111,287,624,694.0
112,1164,628,698.0
113,987,629,694.0
114,58,637,700.0
115,450,644,1330.0
116,1334,642,697.0
117,839,647,689.0
118,950,647,692.0
119,1213,651,697.0
120,404,659,1326.0
121,554,657,698.0
122,673,671,1774.0
123,1101,663,696.0
124,748,664,699.0
125,1257,665,691.0
126,77,668,697.0
127,229,679,694.0
128,32,684,696.0
129,278,687,689.0
130,785,691,700.0
131,938,693,698.0
132,409,712,1380.0
133,655,702,695.0
134,1139,703,694.0
135,1279,706,697.0
136,962,719,696.0
137,1099,724,692.0
138,1373,731,697.0
139,495,741,690.0
140,529,756,1350.0
141,568,745,701.0
142,217,748,689.0
143,911,757,697.0
144,1194,759,696.0
145,340,763,692.0
146,739,766,692.0
147,22,780,700.0
148,384,791,1392.0
149,874,782,693.0
150,702,800,1937.0
151,559,790,696.0
152,837,797,691.0
153,903,797,694.0
154,10,807,602.0
155,1166,827,1391.0
156,293,829,1388.0
157,816,827,698.0
158,642,835,697.0
159,230,848,1046.0
160,107,872,1382.0
161,806,877,1338.0
162,997,867,696.0
163,694,869,693.0
164,170,870,697.0
165,842,875,700.0
166,309,880,976.0
167,1160,895,1364.0
168,628,884,698.0
169,38,887,698.0
170,508,895,1969.0
171,423,891,694.0
172,734,897,694.0
173,124,899,698.0
174,1020,909,692.0
175,1204,924,696.0
176,150,926,700.0
177,375,937,1255.0
178,69,930,692.0
179,530,936,700.0
180,870,940,697.0
181,1337,946,678.0
182,1394,945,226.0
183,334,948,606.0
184,255,951,463.0
185,457,952,402.0
186,837,952,419.0
187,208,954,234.0
188,22,955,208.0
189,132,955,184.0
