Id,Centroid_x,Centroid_y,Area
1,11,17,749.0
2,1299,13,683.0
3,1383,17,698.0
4,848,19,702.0
5,177,20,699.0
6,982,38,1880.0
7,1181,24,689.0
8,509,36,691.0
9,779,40,695.0
10,865,46,693.0
11,1086,47,695.0
12,454,66,698.0
13,904,70,695.0
14,1236,74,699.0
15,1187,77,694.0
16,352,93,695.0
17,836,111,1283.0
18,682,107,699.0
19,946,108,692.0
20,474,111,690.0
21,634,121,1366.0
22,1034,119,694.0
23,328,123,697.0
24,752,131,697.0
25,1138,136,695.0
26,193,156,698.0
27,451,162,695.0
28,1151,165,692.0
29,343,177,1287.0
30,685,172,698.0
31,835,174,697.0
32,416,176,695.0
33,44,178,692.0
34,921,185,699.0
35,1240,189,698.0
36,1343,210,698.0
37,193,217,698.0
38,658,234,1382.0
39,1303,231,696.0
40,849,235,697.0
41,537,240,694.0
42,1339,251,1005.0
43,749,254,1243.0
44,1104,254,1226.0
45,478,255,699.0
46,1022,257,696.0
47,243,266,1103.0
48,869,260,699.0
49,808,261,695.0
50,571,262,699.0
51,1180,265,1291.0
52,13,265,679.0
53,722,277,1903.0
54,275,295,699.0
55,225,305,698.0
56,11,322,1248.0
57,1012,310,1346.0
58,1281,318,688.0
59,1084,322,698.0
60,1235,334,1383.0
61,280,339,698.0
62,1323,341,700.0
63,980,347,697.0
64,945,361,1247.0
65,728,358,696.0
66,1160,357,690.0
67,389,361,687.0
68,48,376,697.0
69,1161,396,689.0
70,863,405,694.0
71,721,419,1054.0
72,234,439,2089.0
73,315,430,695.0
74,36,435,1315.0
75,524,441,692.0
76,409,445,698.0
77,1040,453,1110.0
78,682,476,695.0
79,308,477,843.0
80,1139,477,697.0
81,1341,500,1978.0
82,160,489,696.0
83,981,507,2092.0
84,213,494,691.0
85,624,508,697.0
86,673,516,1083.0
87,933,518,697.0
88,899,531,1179.0
89,314,558,2329.0
90,375,530,691.0
91,533,546,694.0
92,605,547,699.0
93,828,562,2436.0
94,1284,551,690.0
95,684,564,1298.0
96,887,562,699.0
97,134,576,1354.0
98,1351,568,699.0
99,1076,571,695.0
100,12,572,677.0
101,80,589,692.0
102,939,589,696.0
103,225,595,698.0
104,475,595,697.0
105,352,597,693.0
106,740,608,1280.0
107,1302,613,689.0
108,291,615,689.0
109,165,618,690.0
110,995,621,696.0
111,1171,623,699.0
112,644,624,699.0
113,61,629,697.0
114,444,629,697.0
115,1337,634,696.0
116,353,646,1224.0
117,838,638,699.0
118,943,647,686.0
119,1208,648,698.0
120,653,655,697.0
121,386,656,701.0
122,421,657,700.0
123,463,657,697.0
124,749,657,693.0
125,1246,657,695.0
126,550,659,698.0
127,74,666,698.0
128,1096,668,694.0
129,687,680,1297.0
130,31,677,691.0
131,234,678,690.0
132,283,686,696.0
133,786,690,695.0
134,1274,694,700.0
135,654,699,700.0
136,942,699,696.0
137,396,700,687.0
138,1142,699,695.0
139,409,728,690.0
140,955,728,691.0
141,1092,729,699.0
142,1368,731,695.0
143,580,739,696.0
144,516,751,2079.0
145,208,757,692.0
146,915,759,700.0
147,344,762,693.0
148,741,766,697.0
149,1195,766,698.0
150,25,781,699.0
151,895,789,1385.0
152,377,795,1354.0
153,695,796,1388.0
154,560,791,697.0
155,833,797,694.0
156,1156,815,689.0
157,10,819,590.0
158,715,821,694.0
159,278,823,701.0
160,641,828,694.0
161,815,830,697.0
162,229,847,957.0
163,308,865,1862.0
164,1169,845,696.0
165,803,876,1351.0
166,107,874,1282.0
167,699,869,697.0
168,174,872,701.0
169,1001,875,690.0
170,633,883,696.0
171,848,883,699.0
172,527,890,1283.0
173,1160,897,1166.0
174,738,892,698.0
175,427,894,692.0
176,38,896,694.0
177,125,900,698.0
178,482,899,687.0
179,1025,913,699.0
180,155,918,698.0
181,1199,924,692.0
182,64,929,693.0
183,375,939,1277.0
184,527,935,699.0
185,870,941,699.0
186,334,944,693.0
187,1390,945,497.0
188,1338,948,602.0
189,457,951,455.0
190,259,951,445.0
191,129,952,412.0
192,203,952,423.0
193,836,952,382.0
194,15,953,357.0
