Id,Centroid_x,Centroid_y,Area
1,11,19,982.0
2,857,12,668.0
3,1176,14,699.0
4,1297,13,694.0
5,957,16,698.0
6,1378,16,698.0
7,175,20,698.0
8,996,42,904.0
9,513,45,693.0
10,770,50,696.0
11,848,50,697.0
12,1091,51,696.0
13,1232,67,701.0
14,442,70,694.0
15,1180,72,696.0
16,915,75,696.0
17,835,95,1190.0
18,685,97,698.0
19,365,98,698.0
20,470,106,689.0
21,1033,107,696.0
22,619,108,688.0
23,953,109,688.0
24,332,112,698.0
25,650,123,697.0
26,759,134,699.0
27,1146,139,700.0
28,421,161,1332.0
29,203,161,700.0
30,349,177,1029.0
31,692,176,688.0
32,832,177,697.0
33,1156,179,699.0
34,918,183,695.0
35,34,184,694.0
36,1239,185,696.0
37,191,212,696.0
38,1337,232,2200.0
39,656,218,696.0
40,735,230,696.0
41,844,235,698.0
42,528,239,688.0
43,874,243,694.0
44,13,252,683.0
45,1109,257,1213.0
46,1020,254,695.0
47,660,256,700.0
48,1186,260,1221.0
49,243,269,1376.0
50,737,275,2430.0
51,566,265,696.0
52,482,266,692.0
53,804,266,697.0
54,1006,303,1214.0
55,15,300,892.0
56,265,303,698.0
57,1286,312,697.0
58,223,314,690.0
59,1085,321,699.0
60,1224,326,1334.0
61,13,336,690.0
62,1329,339,698.0
63,979,341,700.0
64,279,342,697.0
65,394,353,698.0
66,732,355,698.0
67,940,355,693.0
68,1160,358,694.0
69,44,379,693.0
70,949,384,694.0
71,1172,403,691.0
72,844,404,696.0
73,727,413,1192.0
74,228,429,1359.0
75,306,430,699.0
76,1038,441,1246.0
77,27,436,1313.0
78,528,438,696.0
79,403,451,696.0
80,249,458,694.0
81,671,486,1399.0
82,1319,470,693.0
83,310,486,1118.0
84,157,487,699.0
85,964,489,691.0
86,212,496,698.0
87,1147,496,694.0
88,627,496,698.0
89,1340,516,1385.0
90,361,510,697.0
91,1007,510,692.0
92,972,526,698.0
93,320,529,698.0
94,901,545,2420.0
95,686,532,699.0
96,529,540,693.0
97,855,546,691.0
98,619,550,701.0
99,1282,554,692.0
100,312,568,1777.0
101,1360,558,697.0
102,821,568,1265.0
103,682,570,1095.0
104,129,576,1307.0
105,1077,571,701.0
106,6,572,405.0
107,480,576,695.0
108,90,585,700.0
109,230,591,699.0
110,938,598,695.0
111,353,605,699.0
112,728,613,1116.0
113,306,616,695.0
114,1004,617,697.0
115,1322,626,1365.0
116,56,623,696.0
117,1166,624,687.0
118,165,625,693.0
119,420,644,1916.0
120,664,658,2642.0
121,360,646,1307.0
122,1219,637,699.0
123,951,646,696.0
124,840,647,697.0
125,747,649,693.0
126,1252,652,696.0
127,75,661,689.0
128,470,662,698.0
129,565,662,698.0
130,1094,669,698.0
131,32,675,699.0
132,776,675,697.0
133,235,677,699.0
134,1273,684,693.0
135,297,691,692.0
136,930,693,692.0
137,403,695,698.0
138,650,704,688.0
139,1156,709,695.0
140,957,725,698.0
141,590,730,690.0
142,1090,729,690.0
143,419,732,695.0
144,1363,732,692.0
145,517,753,1645.0
146,897,777,1994.0
147,1201,764,690.0
148,350,765,688.0
149,710,786,2730.0
150,212,768,695.0
151,394,775,698.0
152,38,781,697.0
153,838,785,700.0
154,556,791,693.0
155,365,811,698.0
156,650,813,687.0
157,277,815,701.0
158,6,817,391.0
159,1154,864,2723.0
160,816,835,698.0
161,232,852,975.0
162,308,868,1736.0
163,102,871,1287.0
164,717,880,1366.0
165,799,868,696.0
166,173,877,697.0
167,987,882,698.0
168,500,892,1362.0
169,837,884,698.0
170,40,886,696.0
171,441,892,698.0
172,631,892,695.0
173,795,899,701.0
174,142,905,1104.0
175,545,906,696.0
176,1202,921,697.0
177,1028,924,697.0
178,67,934,694.0
179,375,940,1259.0
180,536,938,691.0
181,1391,944,444.0
182,853,947,1073.0
183,328,946,660.0
184,451,946,656.0
185,271,949,565.0
186,1344,949,562.0
187,206,952,384.0
188,13,953,340.0
189,139,953,316.0
