Id,Centroid_x,Centroid_y,Area
1,10,19,734.0
2,1301,13,695.0
3,847,15,695.0
4,1383,16,687.0
5,180,24,698.0
6,1185,26,699.0
7,981,41,1987.0
8,511,35,698.0
9,781,44,698.0
10,869,43,690.0
11,1088,44,693.0
12,455,67,699.0
13,1240,71,698.0
14,908,72,699.0
15,1186,76,697.0
16,351,93,698.0
17,835,112,1284.0
18,685,107,698.0
19,473,108,700.0
20,942,110,692.0
21,637,122,1364.0
22,325,119,690.0
23,1032,119,693.0
24,750,134,698.0
25,1145,150,1387.0
26,194,159,699.0
27,450,159,698.0
28,342,179,1239.0
29,685,175,698.0
30,834,175,698.0
31,418,178,694.0
32,42,179,697.0
33,918,187,701.0
34,1244,186,695.0
35,1341,211,699.0
36,656,232,1388.0
37,193,219,698.0
38,1301,228,701.0
39,849,234,698.0
40,540,236,692.0
41,751,252,1192.0
42,1339,252,1001.0
43,1105,253,1214.0
44,1022,254,692.0
45,235,279,1822.0
46,476,259,697.0
47,12,261,664.0
48,806,261,690.0
49,1181,262,1228.0
50,868,262,695.0
51,724,277,1882.0
52,575,266,698.0
53,272,298,697.0
54,8,309,546.0
55,1013,311,1278.0
56,1085,321,693.0
57,1278,321,691.0
58,1233,334,1352.0
59,15,338,694.0
60,284,337,687.0
61,1326,343,697.0
62,981,350,687.0
63,944,365,1260.0
64,1163,354,690.0
65,726,358,696.0
66,387,359,697.0
67,50,375,697.0
68,1158,394,699.0
69,861,406,687.0
70,721,416,1094.0
71,237,438,2087.0
72,34,435,1286.0
73,318,433,696.0
74,526,437,699.0
75,413,446,698.0
76,1041,454,1130.0
77,679,475,699.0
78,311,477,829.0
79,1341,500,2033.0
80,1141,481,694.0
81,981,506,2091.0
82,162,489,698.0
83,217,493,698.0
84,622,512,698.0
85,678,544,2438.0
86,935,517,695.0
87,897,541,1904.0
88,371,531,698.0
89,314,558,2176.0
90,537,545,691.0
91,606,549,698.0
92,854,549,688.0
93,1284,550,694.0
94,818,569,1672.0
95,1353,566,696.0
96,134,579,1375.0
97,13,568,684.0
98,1073,568,698.0
99,79,585,695.0
100,940,586,697.0
101,224,592,695.0
102,473,595,697.0
103,354,600,693.0
104,739,612,1167.0
105,1303,611,693.0
106,161,615,692.0
107,291,618,699.0
108,648,622,691.0
109,1169,623,699.0
110,994,625,699.0
111,60,631,694.0
112,451,644,1373.0
113,354,646,1224.0
114,1337,638,696.0
115,839,642,697.0
116,1209,648,698.0
117,947,650,689.0
118,418,654,700.0
119,552,655,697.0
120,675,673,1984.0
121,753,657,699.0
122,387,658,697.0
123,1249,660,697.0
124,1097,667,696.0
125,73,669,698.0
126,32,679,696.0
127,234,680,697.0
128,285,684,696.0
129,783,687,698.0
130,1277,697,695.0
131,399,699,693.0
132,951,713,1392.0
133,654,702,697.0
134,1139,702,696.0
135,413,727,698.0
136,1092,727,699.0
137,1369,733,698.0
138,496,737,694.0
139,577,740,700.0
140,528,758,1374.0
141,212,755,691.0
142,915,757,695.0
143,342,761,696.0
144,1195,763,700.0
145,737,765,694.0
146,22,778,688.0
147,380,791,1339.0
148,894,789,1393.0
149,696,796,1369.0
150,564,795,697.0
151,830,796,687.0
152,1154,811,699.0
153,10,816,609.0
154,715,820,690.0
155,275,820,697.0
156,642,825,697.0
157,816,828,699.0
158,306,865,1922.0
159,1168,843,701.0
160,229,850,1114.0
161,801,874,1341.0
162,113,883,2069.0
163,172,870,695.0
164,695,871,696.0
165,1004,873,692.0
166,631,882,700.0
167,844,882,694.0
168,526,892,1280.0
169,1159,896,1297.0
170,39,895,695.0
171,428,895,697.0
172,739,895,694.0
173,481,899,693.0
174,1022,912,698.0
175,153,921,697.0
176,1203,923,694.0
177,378,937,1332.0
178,66,931,698.0
179,524,937,696.0
180,867,938,688.0
181,1392,943,397.0
182,333,946,672.0
183,1340,947,637.0
184,838,952,409.0
185,255,952,384.0
186,461,952,376.0
187,131,953,331.0
188,205,953,334.0
189,17,954,244.0
