Id,Centroid_x,Centroid_y,Area
1,7,17,474.0
2,185,9,546.0
3,950,2,130.0
4,1314,6,378.0
5,1354,16,696.0
6,1183,17,698.0
7,990,40,1396.0
8,872,49,2062.0
9,533,40,697.0
10,783,44,689.0
11,1222,59,1120.0
12,1083,64,691.0
13,460,77,690.0
14,928,82,698.0
15,340,100,1052.0
16,481,103,698.0
17,840,109,1151.0
18,1040,103,688.0
19,679,107,690.0
20,755,121,691.0
21,633,134,1312.0
22,1126,135,698.0
23,190,147,699.0
24,432,161,1394.0
25,45,174,694.0
26,1151,174,693.0
27,324,183,1263.0
28,831,179,698.0
29,689,180,697.0
30,909,189,690.0
31,654,203,697.0
32,188,209,694.0
33,1244,212,694.0
34,1332,215,692.0
35,842,226,693.0
36,1280,229,690.0
37,560,233,700.0
38,1025,245,696.0
39,1338,250,1073.0
40,638,250,690.0
41,233,253,695.0
42,1176,257,1064.0
43,738,272,2911.0
44,819,255,689.0
45,584,258,693.0
46,1101,269,1348.0
47,23,268,696.0
48,864,275,700.0
49,483,279,697.0
50,239,284,694.0
51,1001,300,1318.0
52,281,318,1364.0
53,11,324,1490.0
54,1297,309,697.0
55,1232,317,1213.0
56,226,319,698.0
57,1091,331,695.0
58,964,359,1965.0
59,1160,351,699.0
60,1328,353,698.0
61,737,365,699.0
62,360,366,698.0
63,48,405,1364.0
64,1139,400,700.0
65,842,404,695.0
66,714,424,696.0
67,753,431,697.0
68,494,434,699.0
69,334,439,697.0
70,1049,443,693.0
71,259,448,856.0
72,212,450,698.0
73,23,456,697.0
74,420,460,697.0
75,668,463,695.0
76,1012,465,699.0
77,1333,502,1943.0
78,314,487,1388.0
79,1130,491,691.0
80,966,497,1369.0
81,154,495,687.0
82,254,497,698.0
83,679,510,1281.0
84,1364,517,697.0
85,615,518,702.0
86,551,526,688.0
87,921,543,1278.0
88,1287,540,701.0
89,316,567,2442.0
90,809,554,1289.0
91,964,546,692.0
92,840,557,1223.0
93,364,548,695.0
94,1353,553,690.0
95,688,558,1379.0
96,1081,557,698.0
97,617,564,696.0
98,886,567,698.0
99,10,567,589.0
100,131,586,2471.0
101,1299,583,695.0
102,202,584,690.0
103,948,588,691.0
104,745,598,1168.0
105,660,597,690.0
106,370,630,2336.0
107,459,603,688.0
108,1166,608,696.0
109,289,616,697.0
110,80,628,700.0
111,427,631,700.0
112,953,634,698.0
113,878,635,696.0
114,1212,636,698.0
115,474,637,699.0
116,1327,637,691.0
117,567,645,698.0
118,406,660,697.0
119,987,660,698.0
120,1246,661,699.0
121,738,663,691.0
122,76,664,697.0
123,1088,670,695.0
124,669,678,1999.0
125,240,680,1085.0
126,7,682,430.0
127,922,692,697.0
128,795,693,694.0
129,1154,695,695.0
130,426,714,1382.0
131,1373,711,695.0
132,1263,715,693.0
133,952,719,699.0
134,1107,723,697.0
135,490,730,688.0
136,557,743,1315.0
137,1192,750,694.0
138,890,751,698.0
139,217,752,693.0
140,755,755,699.0
141,342,758,701.0
142,520,758,701.0
143,398,775,693.0
144,573,783,694.0
145,903,786,1110.0
146,12,787,677.0
147,704,796,1039.0
148,837,810,1394.0
149,362,799,694.0
150,285,820,1126.0
151,25,816,691.0
152,1166,818,690.0
153,729,823,697.0
154,642,827,692.0
155,146,855,1189.0
156,1192,857,698.0
157,233,860,937.0
158,831,865,689.0
159,801,871,697.0
160,292,878,1078.0
161,677,873,698.0
162,994,878,1380.0
163,550,881,692.0
164,1165,894,1356.0
165,108,886,1095.0
166,425,890,697.0
167,37,893,694.0
168,633,899,696.0
169,506,905,1200.0
170,821,903,697.0
171,146,905,698.0
172,727,915,697.0
173,1198,918,690.0
174,552,930,697.0
175,861,930,696.0
176,265,931,693.0
177,57,932,691.0
178,393,947,1035.0
179,1397,943,88.0
180,329,948,624.0
181,1348,950,534.0
182,118,952,426.0
183,842,952,426.0
184,9,955,184.0
185,459,956,153.0
