Id,Centroid_x,Centroid_y,Area
1,11,17,699.0
2,1297,9,550.0
3,850,16,697.0
4,178,17,694.0
5,1378,21,694.0
6,957,24,698.0
7,1177,28,698.0
8,507,43,694.0
9,989,45,1064.0
10,1091,44,690.0
11,862,46,701.0
12,785,47,694.0
13,453,64,700.0
14,912,69,695.0
15,1233,75,697.0
16,1180,76,697.0
17,356,91,695.0
18,838,105,1391.0
19,685,97,699.0
20,637,118,1364.0
21,953,111,698.0
22,1033,112,695.0
23,475,118,699.0
24,338,122,695.0
25,755,132,690.0
26,1144,139,691.0
27,446,156,697.0
28,199,157,699.0
29,1158,167,690.0
30,349,179,1368.0
31,38,173,691.0
32,683,176,698.0
33,839,177,698.0
34,924,177,699.0
35,412,180,699.0
36,1244,187,688.0
37,194,214,699.0
38,1332,236,2450.0
39,658,235,1361.0
40,861,244,1387.0
41,749,255,1386.0
42,528,245,697.0
43,1108,258,1289.0
44,815,253,694.0
45,1019,256,695.0
46,574,258,700.0
47,1182,259,1141.0
48,16,260,694.0
49,478,264,697.0
50,242,273,1137.0
51,723,279,1821.0
52,276,303,695.0
53,11,324,1299.0
54,1013,310,1321.0
55,221,309,695.0
56,1282,316,693.0
57,1086,320,694.0
58,1233,332,1340.0
59,288,341,692.0
60,1329,342,692.0
61,980,343,698.0
62,946,363,1339.0
63,389,357,699.0
64,731,359,697.0
65,1163,361,694.0
66,51,377,691.0
67,1160,392,692.0
68,858,403,696.0
69,723,422,1074.0
70,205,423,694.0
71,30,435,1366.0
72,248,445,1313.0
73,312,434,695.0
74,526,434,698.0
75,1041,447,1314.0
76,409,450,700.0
77,680,473,687.0
78,310,477,1010.0
79,1338,500,2197.0
80,1140,485,698.0
81,157,486,691.0
82,971,509,1397.0
83,215,495,697.0
84,617,505,691.0
85,675,519,1112.0
86,1001,519,688.0
87,928,521,696.0
88,371,523,695.0
89,324,526,690.0
90,897,533,963.0
91,529,546,697.0
92,830,561,2182.0
93,608,551,697.0
94,687,564,1241.0
95,1278,556,699.0
96,315,572,1614.0
97,123,566,697.0
98,883,566,699.0
99,1351,565,695.0
100,1082,569,694.0
101,15,571,697.0
102,83,587,695.0
103,943,589,697.0
104,143,592,697.0
105,471,592,695.0
106,229,594,698.0
107,737,605,1342.0
108,353,604,692.0
109,296,610,690.0
110,1310,615,698.0
111,643,620,697.0
112,1174,620,697.0
113,998,621,698.0
114,53,622,698.0
115,158,625,693.0
116,447,627,698.0
117,1335,634,699.0
118,355,647,978.0
119,1209,644,698.0
120,833,646,698.0
121,949,650,699.0
122,407,653,1381.0
123,551,654,698.0
124,672,670,1949.0
125,1252,657,697.0
126,465,659,697.0
127,746,659,695.0
128,73,666,701.0
129,36,667,696.0
130,1098,667,699.0
131,237,677,697.0
132,783,685,694.0
133,1276,692,687.0
134,286,696,698.0
135,398,696,694.0
136,650,696,694.0
137,944,700,696.0
138,1135,701,698.0
139,404,728,696.0
140,958,729,696.0
141,1091,730,694.0
142,1368,730,699.0
143,517,748,2044.0
144,582,742,697.0
145,913,760,689.0
146,213,764,696.0
147,346,765,695.0
148,1195,767,697.0
149,740,770,689.0
150,29,777,696.0
151,377,790,1399.0
152,895,789,1175.0
153,697,793,1254.0
154,561,790,696.0
155,831,797,695.0
156,11,817,647.0
157,279,817,696.0
158,1154,818,690.0
159,650,823,689.0
160,717,827,694.0
161,810,834,692.0
162,231,848,1048.0
163,309,863,1602.0
164,1168,851,690.0
165,103,870,1374.0
166,794,864,696.0
167,702,870,699.0
168,171,875,702.0
169,507,892,2065.0
170,999,879,701.0
171,629,884,695.0
172,843,887,696.0
173,1155,897,1279.0
174,433,888,698.0
175,730,889,699.0
176,805,894,698.0
177,39,897,694.0
178,129,899,691.0
179,1025,913,698.0
180,160,914,689.0
181,1198,923,695.0
182,363,928,697.0
183,64,930,688.0
184,532,936,697.0
185,868,939,701.0
186,1391,942,467.0
187,392,945,680.0
188,1336,946,674.0
189,335,946,673.0
190,452,950,498.0
191,258,951,445.0
192,131,952,421.0
193,199,952,407.0
194,13,953,336.0
195,842,953,344.0
