Id,Centroid_x,Centroid_y,Area
1,9,20,702.0
2,1304,10,602.0
3,1379,14,688.0
4,858,33,1385.0
5,180,26,699.0
6,1190,25,688.0
7,968,35,1330.0
8,509,37,694.0
9,782,45,693.0
10,1082,45,698.0
11,1007,53,698.0
12,903,66,696.0
13,1239,67,691.0
14,453,72,698.0
15,1192,74,698.0
16,350,93,695.0
17,834,113,1299.0
18,680,106,699.0
19,949,107,698.0
20,470,111,700.0
21,639,123,1364.0
22,1032,115,696.0
23,330,118,695.0
24,752,134,697.0
25,1136,136,693.0
26,190,158,695.0
27,449,162,698.0
28,340,177,1359.0
29,1146,167,699.0
30,41,172,695.0
31,829,173,698.0
32,419,174,698.0
33,683,183,702.0
34,1245,184,697.0
35,921,186,699.0
36,1342,210,690.0
37,656,214,692.0
38,191,218,696.0
39,849,230,695.0
40,1297,231,688.0
41,544,240,696.0
42,751,254,1149.0
43,659,248,698.0
44,1343,254,1055.0
45,1026,251,694.0
46,1103,256,1370.0
47,475,258,688.0
48,1179,261,1187.0
49,806,261,691.0
50,240,267,1078.0
51,578,266,697.0
52,867,267,693.0
53,15,268,694.0
54,722,280,1854.0
55,276,298,690.0
56,226,302,695.0
57,1013,309,1259.0
58,8,310,529.0
59,1080,319,696.0
60,1281,325,698.0
61,280,332,692.0
62,1231,334,1246.0
63,14,342,698.0
64,1328,347,698.0
65,947,349,699.0
66,980,352,697.0
67,1166,354,697.0
68,726,359,697.0
69,380,361,697.0
70,945,380,695.0
71,53,381,700.0
72,1157,396,697.0
73,860,405,691.0
74,723,414,983.0
75,249,426,696.0
76,215,431,687.0
77,319,433,698.0
78,33,438,1241.0
79,526,435,692.0
80,413,448,691.0
81,1039,452,1137.0
82,254,462,697.0
83,677,475,693.0
84,310,478,835.0
85,1341,501,1904.0
86,1142,485,696.0
87,981,504,2066.0
88,165,487,693.0
89,221,499,698.0
90,616,512,693.0
91,680,543,2508.0
92,938,521,697.0
93,903,532,1346.0
94,368,528,699.0
95,316,558,2202.0
96,538,541,695.0
97,1280,548,694.0
98,829,563,2272.0
99,602,552,699.0
100,887,559,699.0
101,11,566,642.0
102,125,568,696.0
103,1077,570,689.0
104,1354,569,695.0
105,81,580,696.0
106,221,588,696.0
107,937,590,699.0
108,467,595,699.0
109,141,595,690.0
110,356,627,2015.0
111,740,605,1047.0
112,1304,606,692.0
113,653,618,688.0
114,290,620,698.0
115,165,621,695.0
116,1168,626,694.0
117,990,629,698.0
118,450,642,1325.0
119,55,635,690.0
120,843,643,697.0
121,1338,643,690.0
122,949,644,698.0
123,1212,650,693.0
124,554,655,695.0
125,401,658,1351.0
126,672,672,1864.0
127,749,664,695.0
128,1098,664,695.0
129,1254,666,692.0
130,76,666,691.0
131,230,678,694.0
132,280,684,696.0
133,32,685,698.0
134,783,691,695.0
135,940,695,696.0
136,411,713,1385.0
137,653,702,689.0
138,1276,703,694.0
139,1140,707,699.0
140,959,721,695.0
141,1096,722,699.0
142,1374,730,695.0
143,492,738,689.0
144,571,743,699.0
145,529,755,1313.0
146,214,751,695.0
147,914,754,698.0
148,1195,761,697.0
149,337,763,691.0
150,737,763,700.0
151,875,779,698.0
152,701,800,2012.0
153,15,795,1267.0
154,383,792,1389.0
155,562,793,697.0
156,906,796,697.0
157,834,798,689.0
158,1157,815,692.0
159,276,823,698.0
160,814,825,698.0
161,642,833,696.0
162,305,840,695.0
163,1171,845,696.0
164,228,847,1136.0
165,804,876,1375.0
166,108,873,1375.0
167,999,867,693.0
168,695,869,694.0
169,169,871,694.0
170,312,879,1062.0
171,842,877,698.0
172,629,883,699.0
173,522,892,1230.0
174,1157,898,1348.0
175,41,890,690.0
176,427,893,696.0
177,735,893,697.0
178,481,897,698.0
179,124,898,698.0
180,1020,913,696.0
181,149,923,690.0
182,1201,925,696.0
183,378,936,1290.0
184,71,927,696.0
185,527,937,701.0
186,871,940,698.0
187,1395,942,182.0
188,1339,947,631.0
189,333,948,592.0
190,836,950,498.0
191,256,951,446.0
192,460,953,326.0
193,130,954,263.0
194,20,954,230.0
195,207,955,196.0
