Id,Centroid_x,Centroid_y,Area
1,2,9,119.0
2,192,0,34.0
3,1313,11,644.0
4,1360,14,698.0
5,1186,14,687.0
6,857,37,1351.0
7,549,37,695.0
8,779,39,691.0
9,966,40,694.0
10,1007,51,687.0
11,1223,56,1097.0
12,901,67,692.0
13,1088,67,692.0
14,456,86,692.0
15,940,86,690.0
16,847,109,1338.0
17,339,102,1037.0
18,681,102,695.0
19,1033,116,697.0
20,745,120,687.0
21,496,124,696.0
22,629,136,1052.0
23,1134,133,696.0
24,415,152,697.0
25,188,154,698.0
26,47,164,693.0
27,450,169,695.0
28,1145,169,698.0
29,824,172,692.0
30,326,181,1240.0
31,685,178,697.0
32,190,202,697.0
33,917,205,698.0
34,655,207,688.0
35,1239,208,692.0
36,1318,209,696.0
37,1275,219,691.0
38,832,245,1293.0
39,573,245,1295.0
40,1035,240,693.0
41,727,263,2196.0
42,233,252,697.0
43,638,253,695.0
44,1171,253,722.0
45,1332,260,1151.0
46,1101,267,1188.0
47,472,266,697.0
48,853,274,694.0
49,23,275,693.0
50,235,297,1269.0
51,1312,293,695.0
52,996,303,1392.0
53,294,302,695.0
54,760,301,689.0
55,1224,319,1227.0
56,16,319,793.0
57,1091,334,690.0
58,277,335,698.0
59,972,353,1288.0
60,7,351,459.0
61,930,355,691.0
62,1171,360,699.0
63,739,363,691.0
64,1320,367,697.0
65,362,379,701.0
66,1141,389,691.0
67,43,402,1372.0
68,841,396,701.0
69,706,417,697.0
70,488,434,694.0
71,336,435,691.0
72,1056,435,689.0
73,759,438,698.0
74,207,445,694.0
75,10,448,598.0
76,415,449,690.0
77,252,458,1065.0
78,973,481,2415.0
79,673,461,693.0
80,315,482,1385.0
81,1344,502,2317.0
82,142,492,695.0
83,672,492,698.0
84,252,497,698.0
85,1137,499,698.0
86,618,518,698.0
87,701,526,698.0
88,549,529,696.0
89,845,549,1240.0
90,327,564,2975.0
91,937,565,1840.0
92,975,546,699.0
93,805,560,1307.0
94,1287,549,695.0
95,1079,550,701.0
96,691,561,1312.0
97,604,561,697.0
98,11,562,641.0
99,892,565,700.0
100,1353,565,700.0
101,110,576,1147.0
102,201,578,694.0
103,1303,584,697.0
104,368,590,697.0
105,149,598,972.0
106,744,600,1345.0
107,670,600,695.0
108,292,605,691.0
109,460,612,1017.0
110,1165,615,697.0
111,872,624,700.0
112,390,649,3255.0
113,91,631,698.0
114,942,632,697.0
115,1206,633,695.0
116,574,636,692.0
117,1332,636,690.0
118,987,645,695.0
119,1248,656,699.0
120,76,663,699.0
121,672,676,1715.0
122,1104,666,696.0
123,743,671,698.0
124,10,675,606.0
125,245,682,1162.0
126,927,690,700.0
127,1147,693,695.0
128,414,710,1210.0
129,807,706,698.0
130,1369,709,693.0
131,961,718,695.0
132,1255,721,698.0
133,492,727,696.0
134,1103,731,691.0
135,546,754,2416.0
136,902,742,697.0
137,1193,744,698.0
138,202,747,697.0
139,759,748,692.0
140,349,779,1368.0
141,891,786,1280.0
142,401,791,699.0
143,842,790,690.0
144,19,802,1287.0
145,710,807,2005.0
146,281,818,1156.0
147,1169,818,701.0
148,825,821,699.0
149,652,823,694.0
150,236,857,1214.0
151,148,858,1017.0
152,299,874,1367.0
153,802,865,695.0
154,1170,885,1903.0
155,845,868,695.0
156,673,871,692.0
157,986,877,1241.0
158,100,877,696.0
159,547,880,697.0
160,430,881,691.0
161,138,902,1397.0
162,626,892,693.0
163,40,901,700.0
164,508,911,1201.0
165,828,912,691.0
166,725,918,699.0
167,1192,920,699.0
168,548,922,696.0
169,49,933,688.0
170,863,943,1143.0
171,1393,939,344.0
172,394,945,990.0
173,262,943,695.0
174,1343,948,613.0
175,117,950,494.0
176,341,953,352.0
177,10,955,195.0
178,454,957,100.0
