Id,Centroid_x,Centroid_y,Area
1,951,0,10.0
2,1311,6,410.0
3,1360,10,624.0
4,1186,19,696.0
5,1,15,52.0
6,854,39,1366.0
7,550,35,692.0
8,969,38,692.0
9,783,41,689.0
10,1002,53,698.0
11,1222,57,1087.0
12,903,66,696.0
13,1091,73,688.0
14,455,84,697.0
15,942,84,699.0
16,846,112,1367.0
17,337,103,969.0
18,673,109,696.0
19,1040,117,694.0
20,501,123,695.0
21,745,126,698.0
22,630,138,1138.0
23,1130,135,698.0
24,188,156,698.0
25,413,155,687.0
26,47,164,699.0
27,1138,169,698.0
28,447,172,696.0
29,832,173,700.0
30,325,183,1314.0
31,687,183,699.0
32,653,202,697.0
33,192,204,692.0
34,1240,205,696.0
35,1324,208,694.0
36,917,209,691.0
37,1272,221,700.0
38,833,245,1355.0
39,573,247,1143.0
40,1034,249,698.0
41,1173,256,989.0
42,234,253,699.0
43,726,266,1911.0
44,1108,267,1369.0
45,641,256,696.0
46,1330,258,907.0
47,464,264,694.0
48,22,280,691.0
49,855,280,700.0
50,233,297,1100.0
51,1312,295,699.0
52,1002,308,1336.0
53,290,303,698.0
54,761,303,696.0
55,1225,317,1243.0
56,20,315,911.0
57,1088,330,689.0
58,274,337,696.0
59,974,357,1273.0
60,10,351,599.0
61,935,355,695.0
62,731,360,689.0
63,1165,364,697.0
64,1321,369,698.0
65,366,375,693.0
66,1134,384,692.0
67,846,388,698.0
68,46,402,1301.0
69,711,419,691.0
70,1058,430,689.0
71,340,437,698.0
72,488,438,698.0
73,757,437,695.0
74,214,444,694.0
75,420,449,697.0
76,9,450,576.0
77,249,461,986.0
78,674,458,699.0
79,969,482,2375.0
80,1343,503,2367.0
81,296,481,694.0
82,328,485,696.0
83,142,487,694.0
84,665,493,699.0
85,254,496,699.0
86,1137,499,697.0
87,611,518,697.0
88,703,526,694.0
89,551,536,697.0
90,847,547,1303.0
91,1282,542,691.0
92,316,559,1499.0
93,976,545,693.0
94,937,567,1592.0
95,354,552,697.0
96,801,559,1094.0
97,1082,556,702.0
98,12,558,661.0
99,690,563,1284.0
100,604,560,694.0
101,1346,561,700.0
102,885,570,698.0
103,110,576,993.0
104,1311,577,693.0
105,196,578,694.0
106,350,588,1394.0
107,668,598,697.0
108,724,600,689.0
109,151,602,916.0
110,462,606,931.0
111,756,603,700.0
112,290,604,697.0
113,1166,608,698.0
114,867,624,695.0
115,393,650,3400.0
116,1214,629,694.0
117,939,630,698.0
118,90,633,696.0
119,570,633,697.0
120,1329,642,691.0
121,983,652,698.0
122,1251,661,693.0
123,72,663,697.0
124,744,663,697.0
125,672,679,1732.0
126,1099,664,688.0
127,8,672,525.0
128,243,684,1135.0
129,922,689,701.0
130,1144,693,695.0
131,805,702,701.0
132,413,712,1126.0
133,1374,714,698.0
134,1257,721,690.0
135,956,723,698.0
136,491,728,698.0
137,532,742,1394.0
138,1100,732,697.0
139,1193,742,701.0
140,896,743,694.0
141,756,747,694.0
142,563,755,1121.0
143,209,751,695.0
144,340,765,691.0
145,884,786,1144.0
146,361,790,693.0
147,846,793,687.0
148,398,795,698.0
149,709,803,1995.0
150,18,804,1149.0
151,284,812,1137.0
152,1170,817,696.0
153,650,824,687.0
154,829,826,699.0
155,233,856,1214.0
156,147,857,1202.0
157,846,862,697.0
158,292,863,695.0
159,672,864,697.0
160,798,869,696.0
161,94,871,699.0
162,1165,888,1812.0
163,546,874,694.0
164,989,878,1159.0
165,432,885,696.0
166,122,888,697.0
167,309,891,696.0
168,622,893,693.0
169,43,903,694.0
170,508,916,1108.0
171,825,911,695.0
172,723,914,689.0
173,148,919,697.0
174,1188,922,699.0
175,545,929,693.0
176,867,936,692.0
177,51,938,698.0
178,1392,940,406.0
179,1347,941,693.0
180,398,945,985.0
181,253,947,643.0
182,117,952,410.0
183,335,952,378.0
184,845,953,354.0
185,12,954,259.0
186,454,955,165.0
