Id,Centroid_x,Centroid_y,Area
1,185,12,673.0
2,944,8,526.0
3,1304,7,465.0
4,1362,12,674.0
5,1185,23,693.0
6,519,28,697.0
7,828,30,694.0
8,9,31,582.0
9,980,34,695.0
10,885,51,1265.0
11,786,50,696.0
12,1217,59,1326.0
13,1007,55,695.0
14,1087,55,690.0
15,459,77,698.0
16,935,95,693.0
17,344,107,1250.0
18,1046,104,699.0
19,476,105,686.0
20,693,106,694.0
21,836,118,1077.0
22,634,131,1300.0
23,756,124,700.0
24,1121,133,692.0
25,459,159,699.0
26,195,162,689.0
27,416,169,689.0
28,37,172,698.0
29,1143,173,689.0
30,816,177,698.0
31,324,182,1088.0
32,683,190,690.0
33,912,194,697.0
34,1240,198,691.0
35,649,209,698.0
36,198,210,691.0
37,1343,214,698.0
38,843,221,697.0
39,1292,228,694.0
40,566,252,1389.0
41,645,246,693.0
42,1100,257,1097.0
43,811,254,697.0
44,1016,254,689.0
45,737,267,2850.0
46,1339,257,1251.0
47,1187,266,1029.0
48,237,269,897.0
49,474,271,696.0
50,13,308,2153.0
51,857,274,696.0
52,1003,303,1214.0
53,284,304,693.0
54,228,306,698.0
55,1228,324,1238.0
56,1283,320,687.0
57,1096,322,691.0
58,285,339,697.0
59,1161,342,697.0
60,1330,350,699.0
61,991,354,693.0
62,944,361,1175.0
63,368,361,691.0
64,728,366,693.0
65,45,391,697.0
66,1145,396,697.0
67,852,403,698.0
68,715,414,692.0
69,751,422,695.0
70,39,437,1391.0
71,497,425,698.0
72,254,445,1374.0
73,321,434,701.0
74,211,443,698.0
75,1035,451,1345.0
76,415,447,687.0
77,662,470,699.0
78,312,479,1295.0
79,1334,496,1551.0
80,168,483,695.0
81,980,492,1138.0
82,1138,499,693.0
83,246,499,687.0
84,946,509,695.0
85,678,513,1076.0
86,615,521,699.0
87,1368,523,695.0
88,1284,524,698.0
89,362,525,696.0
90,310,562,2661.0
91,917,545,1247.0
92,963,539,699.0
93,541,540,698.0
94,1340,547,697.0
95,685,556,1230.0
96,827,562,2099.0
97,1081,561,699.0
98,611,564,692.0
99,895,569,689.0
100,9,570,558.0
101,146,593,2058.0
102,99,578,698.0
103,939,584,698.0
104,375,633,3272.0
105,463,594,697.0
106,208,597,698.0
107,749,602,1008.0
108,1307,602,689.0
109,285,619,693.0
110,660,619,700.0
111,1164,625,699.0
112,69,629,696.0
113,457,633,1288.0
114,1326,635,696.0
115,956,636,700.0
116,1205,636,697.0
117,856,637,698.0
118,995,640,690.0
119,563,648,696.0
120,737,658,702.0
121,1249,660,687.0
122,667,679,2621.0
123,1095,669,693.0
124,67,673,698.0
125,260,674,698.0
126,229,675,694.0
127,12,688,669.0
128,922,693,697.0
129,791,695,695.0
130,1134,698,692.0
131,427,706,1074.0
132,1272,710,689.0
133,539,723,696.0
134,961,723,689.0
135,1115,723,695.0
136,1364,725,695.0
137,491,733,700.0
138,585,745,697.0
139,904,751,701.0
140,522,756,699.0
141,1187,761,695.0
142,346,762,700.0
143,214,769,697.0
144,751,774,698.0
145,394,779,698.0
146,17,787,692.0
147,877,790,691.0
148,565,791,700.0
149,844,792,699.0
150,711,806,1701.0
151,914,798,699.0
152,369,799,694.0
153,288,823,1369.0
154,20,820,699.0
155,1177,830,790.0
156,638,831,696.0
157,819,831,694.0
158,231,852,1092.0
159,131,858,698.0
160,817,865,1318.0
161,164,862,698.0
162,985,869,696.0
163,298,878,1103.0
164,688,880,693.0
165,109,887,1342.0
166,425,887,697.0
167,517,897,2071.0
168,1153,897,938.0
169,45,894,697.0
170,632,894,699.0
171,814,899,697.0
172,1008,902,697.0
173,722,911,695.0
174,153,916,691.0
175,1206,919,695.0
176,874,929,696.0
177,536,931,698.0
178,381,935,1029.0
179,65,938,689.0
180,267,941,688.0
181,1394,944,290.0
182,1350,948,619.0
183,18,949,554.0
184,334,951,477.0
185,836,951,468.0
186,127,951,433.0
187,465,952,389.0
