Id,Centroid_x,Centroid_y,Area,Eccentricity
1,11,18,923.0,0.7623992101414048
2,859,10,614.0,0.5500457240377284
3,1296,12,658.0,0.4136492788598705
4,956,16,695.0,0.08927063801709367
5,1381,17,694.0,0.13169368233032425
6,1172,18,695.0,0.12509413067229777
7,178,22,691.0,0.10916505647415532
8,994,40,985.0,0.6473922430482577
9,510,43,697.0,0.15188477938255643
10,772,47,698.0,0.142658574659655
11,848,47,695.0,0.18807009457171217
12,1093,50,692.0,0.12050144295619207
13,1228,65,697.0,0.13081992995864342
14,441,67,696.0,0.18609890765126186
15,1181,72,688.0,0.10888998229498986
16,914,76,698.0,0.0936882947733755
17,835,95,1357.0,0.871886453927026
18,688,94,697.0,0.12091897274973501
19,349,105,1396.0,0.8990126504625281
20,472,104,698.0,0.19752608729148277
21,635,114,1383.0,0.8981475990509704
22,1032,107,690.0,0.05483107275085856
23,955,110,695.0,0.13511088747532396
24,759,130,698.0,0.12501347515303607
25,1144,138,695.0,0.1521800620930094
26,419,162,1347.0,0.861838391353478
27,205,162,693.0,0.17458313443663076
28,349,177,1144.0,0.7597848207072229
29,690,177,698.0,0.13827173190767453
30,1153,177,690.0,0.09540915705049619
31,830,178,695.0,0.13873241435346073
32,920,181,698.0,0.11491564037458048
33,35,183,698.0,0.16272185082276386
34,1240,189,699.0,0.10810870449476276
35,192,214,692.0,0.16092995079836098
36,1335,234,2171.0,0.48925025558541446
37,658,219,698.0,0.08755088215585972
38,737,232,695.0,0.1754012861917869
39,844,232,698.0,0.10275006644133246
40,531,242,696.0,0.13729905617763777
41,873,244,697.0,0.09490681890462149
42,1024,251,696.0,0.16987417977690483
43,1108,257,1195.0,0.7882564622501723
44,12,255,666.0,0.3641123160531377
45,662,258,693.0,0.10028536194246285
46,1184,261,1241.0,0.8130816529290019
47,245,271,1315.0,0.8501722657061455
48,727,278,1661.0,0.9145127997431344
49,806,263,700.0,0.08128499408309939
50,478,264,695.0,0.06680174336999811
51,569,266,695.0,0.17245609947241988
52,763,269,695.0,0.17168380374604658
53,264,300,700.0,0.03340400402096054
54,14,304,857.0,0.43013143776427976
55,1005,306,1259.0,0.8208988194188712
56,220,311,693.0,0.16832992279574582
57,1283,311,699.0,0.10989379520090903
58,1085,324,698.0,0.11491564037458048
59,1226,324,1293.0,0.8377027817609082
60,278,338,697.0,0.1914994004871111
61,11,339,632.0,0.46599585657550363
62,979,340,697.0,0.11794908885890132
63,1328,341,694.0,0.1525637410889462
64,394,352,694.0,0.1432579924686416
65,942,353,690.0,0.14951754611060486
66,733,357,695.0,0.09848899321326912
67,1162,361,698.0,0.12024190141833675
68,47,378,692.0,0.11584450356310885
69,949,386,702.0,0.12161497349596456
70,1170,403,690.0,0.0967926873411681
71,843,406,698.0,0.13198724967025696
72,724,417,1237.0,0.8094057075319292
73,227,431,1364.0,0.8725432334639965
74,26,434,1334.0,0.8589836407283991
75,309,433,695.0,0.15113399845455688
76,1040,444,1256.0,0.821296734368299
77,526,435,698.0,0.14878694889049918
78,404,450,688.0,0.10710017003968363
79,247,461,698.0,0.15823674990823813
80,1317,474,697.0,0.1298983579293934
81,672,488,1382.0,0.88450298520163
82,311,484,1043.0,0.6941264515416481
83,160,485,699.0,0.12474294452220264
84,964,488,699.0,0.12474294452220264
85,1150,494,696.0,0.20525739067418353
86,623,498,697.0,0.10670800881359888
87,214,499,698.0,0.10423898922539471
88,365,510,697.0,0.12107089964762802
89,1341,516,1488.0,0.6724323888882707
90,1009,514,692.0,0.08248253305670335
91,974,525,695.0,0.18445398677149552
92,321,527,690.0,0.13131608581666826
93,903,543,2394.0,0.8070807624000415
94,686,530,697.0,0.1361725320667533
95,529,536,698.0,0.13827173190767372
96,855,547,699.0,0.15258420955951632
97,617,552,690.0,0.12757730388545693
98,1282,556,690.0,0.09540915705049619
99,310,569,1558.0,0.6972559638194188
100,1358,561,694.0,0.040416395985538055
101,683,568,1191.0,0.7857596515246832
102,818,570,1294.0,0.8300292565627791
103,130,579,1327.0,0.851328652358293
104,1081,573,698.0,0.13827173190767372
105,7,576,428.0,0.7976259898698217
106,480,579,691.0,0.09729232890718373
107,87,584,695.0,0.1521800620930094
108,233,593,698.0,0.1553981823655208
109,940,595,693.0,0.10424853710903342
110,726,612,1152.0,0.7644323611677736
111,358,631,1954.0,0.920330668907133
112,307,614,692.0,0.10598228255328954
113,1001,619,689.0,0.1560026453042524
114,58,621,698.0,0.10197224857084254
115,1322,627,1317.0,0.854932813669828
116,163,624,698.0,0.13843865506531974
117,1165,626,697.0,0.1361725320667533
118,665,660,2651.0,0.9606103294674353
119,1215,633,695.0,0.15218006209300977
120,419,645,1855.0,0.9196849056693958
121,836,648,697.0,0.12026722547240147
122,951,650,692.0,0.18172418892230838
123,1251,650,699.0,0.08352522866109424
124,747,652,699.0,0.07432989016679993
125,74,661,690.0,0.17189272406932968
126,473,661,700.0,0.10692221502709859
127,567,661,698.0,0.1651620435556795
128,1095,666,696.0,0.16987417977690483
129,30,671,699.0,0.14577961588708838
130,232,673,695.0,0.14758577400937797
131,776,676,699.0,0.11014445925275197
132,1271,685,700.0,0.1423890205626645
133,298,688,696.0,0.15816102130467755
134,401,692,698.0,0.1059404139592334
135,933,696,698.0,0.10275006644133246
136,648,702,697.0,0.05139992235639098
137,1153,708,689.0,0.16131919684781912
138,953,722,696.0,0.18633956127719156
139,1363,729,686.0,0.05663492484154908
140,1088,730,696.0,0.18633956127719156
141,593,731,690.0,0.14284690536563394
142,418,734,692.0,0.13996127744428843
143,517,754,1484.0,0.8336529779479934
144,346,762,698.0,0.11198902864776718
145,896,776,1840.0,0.8294873679153247
146,209,767,695.0,0.15218006209300977
147,1197,768,693.0,0.14938373985305348
148,710,788,2705.0,0.8756177065796429
149,391,776,696.0,0.1266304259924056
150,37,778,699.0,0.11818478042958215
151,839,786,690.0,0.1404972095454522
152,553,791,697.0,0.16098697206627932
153,368,810,700.0,0.14768502246992576
154,273,813,696.0,0.18609890765126066
155,6,814,384.0,0.8262833827743814
156,649,814,694.0,0.14294728148868802
157,1159,836,1387.0,0.8867715802190287
158,813,832,702.0,0.10505420901857741
159,229,851,939.0,0.6147239064038649
160,309,870,1727.0,0.913309082050529
161,800,866,698.0,0.19752608729148277
162,711,867,698.0,0.13245468169888375
163,122,887,2546.0,0.9532540507956714
164,175,873,693.0,0.12224034988463493
165,989,880,698.0,0.16221385828617793
166,839,881,695.0,0.16528773181349132
167,1147,891,1237.0,0.804081559326456
168,500,894,1342.0,0.8636390810725978
169,439,888,697.0,0.08801074262594463
170,38,890,691.0,0.060124791624935385
171,633,890,700.0,0.11777233019055214
172,725,895,697.0,0.11027392952153857
173,797,901,689.0,0.12872326394827027
174,541,906,694.0,0.15591147398833743
175,1028,921,693.0,0.13104417038009
176,1206,922,692.0,0.1491330157544606
177,70,932,693.0,0.14848622737143777
178,375,940,1307.0,0.8979381081983706
179,537,939,697.0,0.14649734724729332
180,1392,943,403.0,0.8069478717913163
181,329,943,696.0,0.1808028298560152
182,855,947,1039.0,0.8557861761652049
183,268,948,606.0,0.5620178238710973
184,449,948,599.0,0.5818655574533186
185,1344,948,605.0,0.5826187550098415
186,210,951,458.0,0.7654482504473592
187,11,951,386.0,0.7561549879132322
188,141,952,393.0,0.8243043339885403
