Id,Centroid_x,Centroid_y,Area
1,5,10,296.0
2,187,4,280.0
3,949,2,104.0
4,1181,13,694.0
5,1309,8,523.0
6,1354,19,696.0
7,848,28,698.0
8,969,36,696.0
9,538,38,688.0
10,778,39,698.0
11,1004,46,695.0
12,870,52,693.0
13,1222,61,1182.0
14,898,66,701.0
15,1089,67,691.0
16,457,87,692.0
17,937,87,698.0
18,335,100,1145.0
19,846,108,1275.0
20,685,104,692.0
21,1043,109,690.0
22,746,114,695.0
23,487,119,693.0
24,1130,126,693.0
25,632,137,1136.0
26,189,147,687.0
27,419,160,696.0
28,450,163,698.0
29,46,173,694.0
30,313,173,697.0
31,825,174,697.0
32,1152,175,698.0
33,687,179,698.0
34,921,197,694.0
35,335,199,687.0
36,654,202,695.0
37,185,204,692.0
38,1316,213,701.0
39,1240,214,696.0
40,1281,225,698.0
41,834,244,1391.0
42,575,247,1220.0
43,1030,242,688.0
44,741,270,2395.0
45,234,252,697.0
46,1173,253,1048.0
47,1100,264,1286.0
48,1335,256,1087.0
49,639,254,698.0
50,22,271,694.0
51,473,273,701.0
52,855,273,689.0
53,716,283,697.0
54,231,302,1351.0
55,999,299,1379.0
56,1303,295,689.0
57,283,319,1395.0
58,1225,318,1233.0
59,14,326,1324.0
60,1092,333,698.0
61,977,355,1365.0
62,937,354,700.0
63,1167,359,693.0
64,1319,364,698.0
65,746,366,690.0
66,361,374,697.0
67,52,391,698.0
68,1139,396,694.0
69,847,403,698.0
70,716,417,699.0
71,32,419,690.0
72,758,433,697.0
73,331,435,691.0
74,491,437,693.0
75,1055,445,692.0
76,208,451,697.0
77,258,454,799.0
78,12,453,679.0
79,417,457,699.0
80,980,485,2138.0
81,675,483,1386.0
82,313,485,1341.0
83,1345,504,2492.0
84,250,492,698.0
85,142,494,693.0
86,1135,496,698.0
87,617,516,687.0
88,693,526,694.0
89,554,529,696.0
90,928,548,1214.0
91,1288,540,692.0
92,825,554,2536.0
93,972,542,698.0
94,357,545,696.0
95,319,569,2372.0
96,1080,556,690.0
97,687,561,1281.0
98,1346,558,698.0
99,892,566,695.0
100,9,567,572.0
101,605,569,695.0
102,116,577,1390.0
103,202,579,697.0
104,1297,585,691.0
105,945,593,696.0
106,373,629,2638.0
107,148,600,894.0
108,743,598,1394.0
109,664,601,697.0
110,289,607,698.0
111,1166,609,700.0
112,462,619,1313.0
113,95,625,697.0
114,1206,626,698.0
115,868,628,696.0
116,948,628,700.0
117,1334,633,692.0
118,416,648,1366.0
119,572,639,696.0
120,988,650,694.0
121,1246,655,697.0
122,739,662,687.0
123,73,664,697.0
124,1105,669,698.0
125,672,680,1967.0
126,246,682,1080.0
127,8,685,536.0
128,926,693,700.0
129,1146,695,686.0
130,805,701,692.0
131,418,711,1337.0
132,1373,707,688.0
133,1251,718,697.0
134,492,722,698.0
135,557,749,2047.0
136,958,724,698.0
137,1106,726,694.0
138,894,744,701.0
139,212,750,698.0
140,1195,751,695.0
141,758,752,697.0
142,518,755,699.0
143,352,766,692.0
144,13,783,684.0
145,893,788,961.0
146,396,789,700.0
147,706,797,1095.0
148,835,806,1271.0
149,358,798,697.0
150,1168,814,691.0
151,25,815,696.0
152,286,823,1208.0
153,729,823,688.0
154,644,825,699.0
155,240,860,1267.0
156,145,857,1008.0
157,1176,893,2738.0
158,799,864,691.0
159,300,876,1166.0
160,837,869,691.0
161,105,880,1340.0
162,679,876,696.0
163,990,881,1245.0
164,544,883,700.0
165,432,886,689.0
166,629,892,695.0
167,40,897,699.0
168,509,908,1219.0
169,822,906,694.0
170,152,912,700.0
171,721,915,698.0
172,546,926,696.0
173,264,934,697.0
174,52,937,688.0
175,856,943,1082.0
176,1394,944,228.0
177,394,948,1017.0
178,119,949,539.0
179,1348,952,413.0
180,335,953,329.0
181,446,957,59.0
182,11,959,3.0
