area,convex_area,bbox_area,major_axis_length,minor_axis_length,perimeter,equivalent_diameter,mean_intensity,solidity,eccentricity,centroid-0,centroid-1
712.0,729.0,900.0,30.23386939998912,29.979782651704628,96.66904755831214,30.10891156869401,0.9785800837188808,0.9766803840877915,0.12937333072727586,177.33988764044943,832.686797752809
711.0,729.0,900.0,30.17610192339652,29.996343404641053,96.66904755831213,30.087760240780646,0.9795923995477235,0.9753086419753086,0.10898843913666609,179.28691983122363,1156.6526019690577
715.0,733.0,900.0,30.24801422992411,30.092074120796802,97.25483399593904,30.172276587716105,0.9753626765391471,0.975443383356071,0.10141098922401767,183.46433566433566,918.5118881118881
712.0,730.0,900.0,30.17014883000875,30.046937041853166,96.66904755831214,30.10891156869401,0.976305353602115,0.9753424657534246,0.09028353285153694,184.7443820224719,34.68539325842696
712.0,731.0,900.0,30.29284162485023,29.92081206905097,96.66904755831214,30.10891156869401,0.9771755893368583,0.9740082079343365,0.15624142733567714,185.42977528089887,1239.2050561797753
713.0,731.0,900.0,30.26793913532291,29.987922169162683,96.66904755831214,30.130048048354833,0.9768610950691637,0.9753761969904241,0.13570909999576514,212.65918653576438,191.71388499298737
2243.0,2602.0,3599.0,62.78969548824644,54.55486863730979,255.86500705120545,53.44039950113556,0.9821597475369996,0.8620292083013067,0.4950742602009953,232.80472581364245,1337.9696834596523
712.0,730.0,900.0,30.26044384913967,29.95264888065154,96.66904755831214,30.10891156869401,0.9771755893368583,0.9753424657534246,0.14226593795808015,218.4058988764045,656.2205056179776
707.0,724.0,900.0,30.14498912696413,29.8585670681474,96.08326112068522,30.003005818213616,0.9812463599301107,0.9765193370165746,0.13752339801304492,230.1018387553041,735.5615275813295
1421.0,1680.0,2280.0,68.94003057411406,30.126246922661647,193.3380951166243,42.53555445822549,0.9778256130038222,0.8458333333333333,0.8994653564806957,239.48275862068965,859.2582688247713
709.0,732.0,900.0,30.15052339882949,29.948303331281174,97.25483399593904,30.045412914740087,0.9769296717276473,0.9685792349726776,0.11562460622244497,239.88011283497883,528.8787023977433
691.0,702.0,840.0,30.40968204811472,28.96184271501846,94.42640687119285,29.661566469288122,0.9840640163445986,0.9843304843304843,0.30488594718599277,252.45296671490593,13.128798842257599
1235.0,1304.0,1786.0,51.280294148144705,31.205763712723375,138.46803743153546,39.65414023463283,0.9816178455187745,0.9470858895705522,0.7935283812574613,257.7392712550607,1109.0914979757085
709.0,728.0,900.0,30.106651817508688,29.981121244676928,96.66904755831214,30.045412914740087,0.9793688984761747,0.9739010989010989,0.0912232098716036,254.70521861777152,1020.607898448519
708.0,727.0,900.0,30.058014814369326,29.986832410995927,96.66904755831214,30.024216853608277,0.9809017392267642,0.9738651994497937,0.06878027399413789,256.1977401129943,660.4887005649717
1244.0,1322.0,1680.0,51.998560969695724,31.067234749054506,139.63961030678928,39.79836672089123,0.9830779900384592,0.9409984871406959,0.80189621406011,260.16639871382637,1186.5281350482314
1399.0,1560.0,2397.0,62.5142801927725,30.375178753044278,165.53910524340094,42.20500116200085,0.9806472410265036,0.8967948717948718,0.8740189459590403,269.08363116511794,243.99428162973553
2468.0,3080.0,4602.0,82.79956600436816,49.95845572428568,276.35028842544403,56.05671410639748,0.9834366161375409,0.8012987012987013,0.7974642836830937,275.7362236628849,737.3942463533225
711.0,729.0,900.0,30.19519068686443,29.97858607484234,96.66904755831214,30.087760240780646,0.9773144700918343,0.9753086419753086,0.11956379973132857,265.6554149085795,566.2756680731364
705.0,726.0,900.0,30.117699191636696,29.81039154610401,96.66904755831214,29.96053869739811,0.9806702822973161,0.9710743801652892,0.14248859760218055,266.20283687943265,482.10921985815605
713.0,730.0,900.0,30.322201011046143,29.93381662119504,96.66904755831214,30.130048048354833,0.9766795918928581,0.9767123287671233,0.1595402886168829,266.41654978962134,804.3029453015428
1232.0,1298.0,1776.0,51.314614865719435,31.07638115671597,139.29646455628165,39.60594802695323,0.9837344028520499,0.9491525423728814,0.7957654992663171,303.1323051948052,1006.3612012987013
907.0,947.0,1054.0,37.266148291552675,32.097790518660375,118.76955262170046,33.982764264767994,0.9821821562141945,0.9577613516367476,0.5080759643879408,300.85887541345096,15.325248070562294
705.0,723.0,900.0,30.02098876037231,29.895927751284944,96.08326112068524,29.96053869739811,0.9831289111389236,0.975103734439834,0.09118233302399997,303.1404255319149,265.50212765957446
710.0,729.0,900.0,30.168351749041673,29.961345249562342,96.66904755831214,30.066594033278285,0.9786854460093897,0.9739368998628258,0.11694587705625382,312.27464788732397,1286.3985915492958
706.0,726.0,900.0,30.115465535734007,29.85492290406988,96.66904755831214,29.98177977677484,0.9800033327778703,0.9724517906336089,0.13125572272360803,314.1133144475921,223.19121813031163
710.0,729.0,900.0,30.137006817790304,29.994073255548734,96.66904755831213,30.066594033278285,0.9802651201325601,0.9739368998628258,0.09727841699448041,321.2661971830986,1085.656338028169
1354.0,1492.0,1760.0,59.20080359336963,30.53204764411006,158.8528137423857,41.520673688795206,0.9848929823037044,0.9075067024128687,0.8567469276416978,326.8655834564254,1224.7459379615952
701.0,718.0,870.0,30.184588758937345,29.581518040189867,95.84062043356595,29.87542335866304,0.9805487958378787,0.9763231197771588,0.1988961337572467,336.1997146932953,13.633380884450785
710.0,728.0,900.0,30.190294483474087,29.93962643524549,96.66904755831214,30.066594033278285,0.9792101629384148,0.9752747252747253,0.12859599906236363,339.6718309859155,1329.656338028169
708.0,725.0,900.0,30.06062480600078,29.98322915400942,96.08326112068524,30.024216853608277,0.981078985266423,0.976551724137931,0.07171244973280527,341.8121468926554,979.4759887005649
709.0,728.0,900.0,30.089201823233317,30.00138310117298,96.66904755831213,30.045412914740087,0.9795348322685915,0.9739010989010989,0.07634596780940171,342.12270803949224,279.4485190409027
709.0,728.0,900.0,30.097428037332328,29.990431739174863,96.66904755831213,30.045412914740087,0.9800602892779114,0.9739010989010989,0.08424581948342925,353.23131170662907,394.43723554301835
712.0,729.0,900.0,30.229527037830692,29.984735902678814,96.66904755831214,30.10891156869401,0.9771645736946464,0.9766803840877915,0.12700364286837948,355.63483146067415,732.2794943820224
1420.0,1676.0,2360.0,69.0431012768375,29.99490404113676,194.16652224137044,42.52058505622813,0.9779094172880419,0.847255369928401,0.9007020387817092,370.04154929577464,944.8549295774648
711.0,731.0,900.0,30.103863524517344,30.072548202079343,96.66904755831213,30.087760240780646,0.9769725048950664,0.9726402188782489,0.04560047338931055,358.8115330520394,1160.6399437412097
705.0,722.0,900.0,30.220509644492232,29.70094235284598,96.08326112068522,29.96053869739811,0.9819107217355028,0.9764542936288089,0.1846334061504005,379.62978723404257,44.95460992907802
708.0,732.0,900.0,30.21080659419444,29.845372286652406,97.25483399593904,30.024216853608277,0.9782928990805362,0.9672131147540983,0.15506764316604393,403.1553672316384,1172.1172316384182
706.0,729.0,930.0,30.2076123394466,29.754201615949544,96.91168824543142,29.98177977677484,0.9817474865300228,0.9684499314128944,0.1726103668943875,404.4617563739377,844.0651558073654
1214.0,1286.0,1536.0,50.31422559843343,31.23306879909981,138.46803743153546,39.315554266835505,0.9823561714636431,0.9440124416796267,0.784000492837306,413.72817133443164,727.1062602965403
2100.0,2692.0,3835.0,80.40272224180987,44.94160729810645,256.35028842544403,51.708829458264105,0.9784705882352942,0.7800891530460624,0.8291971215069545,439.45952380952383,235.43761904761905
709.0,728.0,900.0,30.06125136549464,30.025724848665234,96.66904755831214,30.045412914740087,0.9797007660610083,0.9739010989010989,0.048602592371856795,430.7968970380818,306.49083215796895
1275.0,1360.0,1960.0,53.74037878227326,30.88467381361001,146.36753236814712,40.29119531035698,0.9817116493656286,0.9375,0.818363146168692,441.0776470588235,1038.169411764706
1345.0,1445.0,1674.0,57.42669410273876,30.904616343409927,152.36753236814712,41.382450237616354,0.9797536263576062,0.9307958477508651,0.8428441812100421,436.0951672862453,27.160594795539033
705.0,724.0,900.0,30.227659807975552,29.689834909173594,96.08326112068522,29.96053869739811,0.9824280350438048,0.9737569060773481,0.18779877252409732,438.4609929078014,528.0865248226951
707.0,725.0,900.0,30.140759740170004,29.861753792870445,96.08326112068524,30.003005818213616,0.9810688631888399,0.9751724137931035,0.13574919318284806,451.5021216407355,403.85997171145686
707.0,731.0,930.0,30.050775905309518,29.960298219588005,97.49747468305833,30.003005818213616,0.9798430263194386,0.9671682626538988,0.07754088473173083,470.9207920792079,1319.6562942008486
1422.0,1650.0,2360.0,67.60677661804141,30.04410073755772,187.3380951166243,42.55051859394197,0.9784341303328646,0.8618181818181818,0.895831039701407,485.96413502109704,671.3572433192686
1133.0,1165.0,1600.0,46.3831900709541,31.346554409094804,127.88225099390856,37.98131651463571,0.9844106398075558,0.9725321888412017,0.7370693361947674,486.5692850838482,310.28949691085614
715.0,733.0,900.0,30.30213679944627,30.037989830080644,97.25483399593904,30.172276587716105,0.9762182915124091,0.975443383356071,0.1317506208028715,487.4755244755245,157.5874125874126
709.0,728.0,900.0,30.232195634436177,29.863554801359925,96.66904755831214,30.045412914740087,0.9779750546198733,0.9739010989010989,0.15568755973906345,489.26375176304657,964.1424541607898
708.0,729.0,930.0,30.089851595399924,29.95969577791701,96.91168824543142,30.024216853608277,0.981621801262878,0.9711934156378601,0.09291088897642423,495.97457627118644,212.52824858757063
709.0,730.0,930.0,30.150390139450785,29.94008587120916,96.91168824543142,30.045412914740087,0.9802372853231561,0.9712328767123287,0.11790546339039232,497.0592383638928,627.4400564174895
706.0,727.0,900.0,30.19130167008147,29.77138469067964,96.66904755831213,29.98177977677484,0.9801588624118203,0.9711141678129298,0.16620359786314443,496.3498583569405,1147.157223796034
1412.0,1485.0,1978.0,48.92837985554148,37.65770384860184,146.71067811865476,42.40063958439837,0.9828250847081043,0.9508417508417508,0.6384666188103737,516.3470254957507,1340.5084985835695
712.0,730.0,900.0,30.230804498576887,29.98423900394056,96.66904755831214,30.10891156869401,0.9778750826173166,0.9753424657534246,0.12745854230152592,510.6558988764045,361.6306179775281
707.0,729.0,900.0,30.094802555379978,29.914813158286847,97.25483399593904,30.003005818213616,0.9798485730926034,0.9698216735253772,0.1092049653943343,510.1159830268741,1007.6661951909476
709.0,726.0,900.0,30.09768062223,29.988995911450527,96.08326112068524,30.045412914740087,0.9797062971874222,0.9765840220385675,0.0849063730012987,526.181946403385,972.5444287729196
709.0,728.0,900.0,30.095134318680344,29.991517265356084,96.66904755831214,30.045412914740087,0.9798832932326669,0.9739010989010989,0.0829102709310851,529.2031029619181,320.4682651622003
2456.0,3119.0,4761.0,85.41805720837432,47.91128526674457,263.5218613006978,55.92026754111214,0.9839017691767261,0.7874318691888426,0.8278812050966027,545.9234527687296,901.3021172638437
714.0,733.0,900.0,30.191088121975262,30.107477581887682,97.25483399593904,30.15116971098976,0.976179491404405,0.9740791268758526,0.07437127715496424,532.4453781512605,686.5210084033613
706.0,728.0,900.0,30.06623718880448,29.903692421373908,97.25483399593904,29.98177977677484,0.979808920735433,0.9697802197802198,0.10384227328935053,540.114730878187,529.771954674221
706.0,731.0,930.0,30.022030421680125,29.947089341570006,97.49747468305833,29.98177977677484,0.9805310226073433,0.9658002735978112,0.07061285164971848,545.9249291784703,855.6770538243626
713.0,731.0,900.0,30.20983886511694,30.045521377754167,96.66904755831213,30.130048048354833,0.9780656161482826,0.9753761969904241,0.10415768710006904,550.5511921458625,619.7629733520337
708.0,728.0,900.0,30.21555713087158,29.834738475928383,96.66904755831214,30.024216853608277,0.9798825744987261,0.9725274725274725,0.1582654350025287,554.707627118644,1282.1709039548023
1799.0,1955.0,2754.0,57.8637354760427,42.735555824116204,179.09545442950497,47.85977372469032,0.9857480735484856,0.9202046035805627,0.6741931420387732,568.0800444691496,312.22512506948306
709.0,724.0,900.0,30.091724144721802,29.996137915136277,96.08326112068522,30.045412914740087,0.9798888243590808,0.9792817679558011,0.07964233228521891,558.4541607898449,1360.7616361071932
1294.0,1342.0,1932.0,51.95588375600077,31.984991905559177,139.78174593052023,40.59029404780533,0.9811831378610177,0.9642324888226528,0.7880444979061761,568.5564142194745,821.2341576506955
1112.0,1154.0,1599.0,45.36937387574551,31.454901907854733,127.29646455628166,37.62768095093692,0.9800712371279449,0.9636048526863085,0.7206424097850018,570.976618705036,682.9487410071943
1321.0,1423.0,2058.0,56.81194204627183,30.649901890414846,151.53910524340094,41.011576885010776,0.984664024580309,0.9283204497540407,0.8419871881228053,576.1953065859198,129.33762301286905
712.0,732.0,900.0,30.148732632451022,30.06698504823298,97.25483399593904,30.10891156869401,0.9783818021590659,0.9726775956284153,0.07359076825087878,571.313202247191,1077.502808988764
415.0,425.0,510.0,30.916464860924354,17.88838237569233,80.62741699796952,22.98683125324351,0.978020316560359,0.9764705882352941,0.8156087942979767,572.4915662650602,6.785542168674699
711.0,731.0,900.0,30.103863524517344,30.072548202079343,96.66904755831213,30.087760240780646,0.9769669893273765,0.9726402188782489,0.04560047338931055,576.8115330520394,480.63994374120955
710.0,728.0,900.0,30.14571519318913,29.983978091311954,96.66904755831213,30.066594033278285,0.979729356531345,0.9752747252747253,0.1034483887965592,585.4394366197183,90.74647887323944
708.0,727.0,900.0,30.033114326882043,30.01154954518348,96.66904755831214,30.024216853608277,0.9803755400465272,0.9738651994497937,0.03788867106126422,591.2146892655368,230.45056497175142
710.0,729.0,900.0,30.143696062881347,29.986023324376845,96.66904755831214,30.066594033278285,0.9781662524164595,0.9739368998628258,0.10214718240489389,598.3676056338028,938.2366197183098
711.0,728.0,900.0,30.170283720533458,30.000816500832734,96.66904755831214,30.087760240780646,0.9795923995477235,0.9766483516483516,0.10584185291971339,605.3600562587905,353.69338959212376
1136.0,1174.0,1640.0,46.72963793066398,31.20539640981998,128.71067811865476,38.03156745151513,0.9827671913835958,0.9676320272572402,0.7443533458744712,613.2922535211268,728.7922535211268
711.0,730.0,900.0,30.20716106580745,29.964968573151758,96.66904755831214,30.087760240780646,0.9778494801577452,0.9739726027397261,0.12637702236157608,616.3853727144866,306.225035161744
708.0,725.0,900.0,30.06723112549441,29.977414096992117,96.08326112068524,30.024216853608277,0.981095602082641,0.976551724137931,0.07723658209502231,617.1935028248588,1004.5621468926554
1395.0,1561.0,2128.0,62.38307365999592,30.476904762409017,167.4386001800126,42.14462201640385,0.9798467917633004,0.8936579115951313,0.8725390047802148,626.3835125448029,1322.2114695340501
714.0,732.0,900.0,30.339044335042338,29.9607243308768,97.25483399593904,30.15116971098976,0.9763717251606525,0.9754098360655737,0.15742930540441147,623.4817927170868,56.42577030812325
708.0,736.0,930.0,30.1201689132902,29.93685902117029,98.08326112068522,30.024216853608277,0.9777833167165171,0.9619565217391305,0.11015836110111087,624.0932203389831,1167.0296610169491
708.0,728.0,900.0,30.237592104550696,29.809592958150944,96.66904755831213,30.024216853608277,0.9809405117979395,0.9725274725274725,0.16765656876266924,625.6299435028249,165.83333333333334
1943.0,2160.0,3876.0,83.5273165828819,31.094314749450703,205.8233764908628,49.7383597982525,0.9835709888690422,0.899537037037037,0.9281263961203349,644.3103448275862,420.7107565620175
2682.0,3355.0,7040.0,118.56588778849036,32.90161859610367,294.2497833620557,58.43653359825261,0.9832346361363337,0.7994038748137109,0.9607266488548688,658.8508575689784,664.6946308724832
1330.0,1449.0,2205.0,57.39046960114922,30.70124922589498,152.95331880577402,41.151046092387084,0.9827539436827362,0.9178743961352657,0.844881318595066,646.2278195488722,360.00977443609025
712.0,731.0,900.0,30.22768025779883,29.985892444227723,96.66904755831213,30.10891156869401,0.9789215686274509,0.9740082079343365,0.126229128119593,637.5547752808989,1219.7837078651685
709.0,728.0,900.0,30.13934462789603,29.951456726515623,96.66904755831213,30.045412914740087,0.9795403633950054,0.9739010989010989,0.11148581195257343,646.1283497884344,951.410437235543
712.0,732.0,900.0,30.220437764988723,29.99434486567258,97.25483399593904,30.10891156869401,0.9785800837188808,0.9726775956284153,0.12209398586524746,647.5028089887641,840.3075842696629
709.0,728.0,900.0,30.250631614343277,29.840676372998075,96.66904755831214,30.045412914740087,0.9800879449099809,0.9739010989010989,0.1640739385739146,649.6488011283498,747.8434414668548
708.0,727.0,900.0,30.033114326882043,30.01154954518348,96.66904755831214,30.024216853608277,0.9809238949817215,0.9738651994497937,0.03788867106126422,652.2146892655368,1252.4505649717514
710.0,737.0,930.0,30.151420260621713,29.99109438485154,98.08326112068522,30.066594033278285,0.9767854183927092,0.9633649932157394,0.10298757394312893,661.1478873239437,76.00281690140845
711.0,728.0,900.0,30.165579506239037,30.005730084870788,96.66904755831214,30.087760240780646,0.9776564352886021,0.9766483516483516,0.10281076560499919,662.6146272855134,470.27285513361466
711.0,730.0,900.0,30.16732173542525,30.004778058926675,97.25483399593904,30.087760240780646,0.9787154242850445,0.9739726027397261,0.10366827396911833,662.3966244725739,565.6315049226441
710.0,729.0,900.0,30.140128964007204,29.993706434449578,96.66904755831214,30.066594033278285,0.9781496824081746,0.9739368998628258,0.09845058445020088,669.8577464788732,1094.605633802817
713.0,731.0,900.0,30.28941056234058,29.965940637938786,96.66904755831214,30.130048048354833,0.9775486071006243,0.9753761969904241,0.14575516136842218,675.5736325385694,32.774193548387096
708.0,725.0,900.0,30.13918325017821,29.906492836626263,96.08326112068522,30.024216853608277,0.981095602082641,0.976551724137931,0.12402197305766514,675.8785310734463,776.4463276836158
709.0,724.0,900.0,30.091724144721802,29.996137915136277,96.08326112068522,30.045412914740087,0.9802317541967421,0.9792817679558011,0.07964233228521891,677.4541607898449,235.76163610719323
705.0,727.0,930.0,30.14474371089914,29.774974727614655,96.91168824543142,29.96053869739811,0.9820887220136282,0.9697386519944979,0.1561487549309954,684.5602836879433,1273.0198581560285
707.0,728.0,900.0,30.04885330836991,29.96449875924711,97.25483399593904,30.003005818213616,0.9791385861275204,0.9711538461538461,0.07487732024325587,691.1810466760962,297.8656294200849
710.0,736.0,930.0,30.2080536946062,29.93206973248922,98.08326112068522,30.066594033278285,0.9774758354045844,0.9646739130434783,0.13486564556669906,693.2619718309859,930.9901408450704
711.0,731.0,900.0,30.132055334620535,30.040324527095205,97.25483399593904,30.087760240780646,0.9785389261189708,0.9726402188782489,0.077969984215607,695.5457102672293,403.26863572433194
707.0,735.0,930.0,30.133945842708435,29.88206243949231,98.08326112068522,30.003005818213616,0.9780957927725545,0.9619047619047619,0.12902602747642622,704.060820367751,650.992927864215
709.0,728.0,900.0,30.106651817508688,29.981121244676928,96.66904755831214,30.045412914740087,0.979722890566664,0.9739010989010989,0.0912232098716036,709.7052186177715,1156.607898448519
710.0,730.0,900.0,30.105086023220977,30.025773803506766,96.66904755831214,30.066594033278285,0.9792101629384148,0.9726027397260274,0.07254022307924594,725.2478873239437,957.3816901408451
704.0,732.0,930.0,30.029946240676477,29.854358909197643,98.08326112068522,29.93928254807644,0.9817179144385026,0.9617486338797814,0.10798129757360597,729.9758522727273,1090.2414772727273
704.0,728.0,900.0,30.01469599423637,29.86812382127324,97.25483399593904,29.93928254807644,0.9815396613190731,0.967032967032967,0.09870585972787985,730.0980113636364,590.7159090909091
711.0,731.0,900.0,30.103863524517344,30.072548202079343,96.66904755831213,30.087760240780646,0.9771434874934503,0.9726402188782489,0.04560047338931055,732.8115330520394,419.63994374120955
709.0,731.0,900.0,30.197069085727165,29.90015794375184,97.25483399593904,30.045412914740087,0.978146519538704,0.9699042407660738,0.13988645739466724,732.2256699576869,1363.950634696756
1676.0,1823.0,2430.0,60.374826163418824,37.4355359543057,171.78174593052023,46.19469100422832,0.9826150030417896,0.9193636862314866,0.7845606606021197,753.6903341288782,517.8723150357995
2027.0,2451.0,3380.0,74.13082586434727,43.096520854738806,227.9655121145938,50.802131423574885,0.9831471217001848,0.8270093839249286,0.8136481499986671,777.0799210656143,897.3527380365072
709.0,729.0,900.0,30.180152529138628,29.915370916779043,96.66904755831213,30.045412914740087,0.9778035897010426,0.9725651577503429,0.13217324180134182,764.7813822284909,1201.7813822284909
706.0,730.0,900.0,30.049542224812683,29.921464361991006,97.25483399593904,29.98177977677484,0.978770204965839,0.9671232876712329,0.09222949801534759,765.0665722379604,350.13172804532576
2771.0,3685.0,6390.0,106.22245062508583,45.747240485781944,327.22034611053283,59.398205178785794,0.9824074270632106,0.751967435549525,0.9025075978780132,786.821725009022,710.2789606640202
711.0,731.0,900.0,30.103863524517344,30.072548202079343,96.66904755831213,30.087760240780646,0.9769669893273765,0.9726402188782489,0.04560047338931055,768.8115330520394,212.63994374120958
708.0,724.0,900.0,30.064279557269373,29.984257894266563,96.08326112068522,30.024216853608277,0.9805583250249252,0.9779005524861878,0.07291287150328846,775.0833333333334,394.49435028248587
710.0,729.0,900.0,30.1462944483114,29.984922129600953,96.66904755831214,30.066594033278285,0.9783319524993096,0.9739368998628258,0.10333098712112712,781.3154929577465,38.39718309859155
708.0,725.0,900.0,30.06723112549441,29.977414096992117,96.08326112068524,30.024216853608277,0.9816107233853993,0.976551724137931,0.07723658209502231,785.1935028248588,838.5621468926554
709.0,729.0,900.0,30.147675899822417,29.945614497910388,96.66904755831214,30.045412914740087,0.9793799607290025,0.9725651577503429,0.11558482913211693,791.1875881523272,556.2820874471086
707.0,728.0,930.0,30.047742948820346,29.95933151889129,96.91168824543142,30.003005818213616,0.9817677566075935,0.9711538461538461,0.07665554559548202,810.980198019802,365.5077793493635
708.0,732.0,900.0,30.11604077800938,29.940166986385883,97.25483399593904,30.024216853608277,0.9774288246371995,0.9672131147540983,0.10791495635135794,813.9279661016949,650.9053672316384
714.0,733.0,900.0,30.199749212820237,30.100302911841112,97.25483399593904,30.15116971098976,0.9763442631954743,0.9740791268758526,0.08108673695467794,815.3795518207282,277.55322128851543
397.0,408.0,510.0,30.695216577724622,17.287218814301358,79.45584412271572,22.48279562821002,0.9829900726033487,0.9730392156862745,0.8263278801553198,817.448362720403,6.508816120906801
2765.0,3612.0,4601.0,119.1175314061065,36.747060999634165,314.97770542341357,59.33386335974361,0.981589192639081,0.7655038759689923,0.9512262415071475,864.878842676311,1154.4839059674503
711.0,729.0,900.0,30.19519068686443,29.97858607484234,96.66904755831214,30.087760240780646,0.9776564352886021,0.9753086419753086,0.11956379973132857,835.6554149085795,816.2756680731364
989.0,1020.0,1369.0,40.33406700213145,31.311924267544654,117.63961030678928,35.485685983831225,0.9817997977755308,0.9696078431372549,0.6303456778072181,852.9423660262892,232.95955510616784
