Id,Centroid_x,Centroid_y,Area,Eccentricity
3,634,26,268.0,0.6636482549775168
7,724,33,212.0,0.7468383636134199
11,769,42,882.0,0.9402570806136301
12,653,44,308.0,0.2580075632819636
14,551,50,323.0,0.3311878411356978
15,630,53,190.0,0.8002529897254983
16,490,70,348.0,0.7404890646845397
17,541,81,328.0,0.2553098387597112
18,722,92,933.0,0.7385392248570596
19,583,110,317.0,0.26681257048452717
21,792,126,112.0,0.9368212390443544
22,744,150,1256.0,0.9113058370134512
23,521,129,144.0,0.9023540163256105
24,626,139,345.0,0.5797399876324509
25,644,161,261.0,0.5762421518464075
27,646,195,320.0,0.17885040792540327
28,596,215,1786.0,0.7683312158700898
29,526,211,240.0,0.6608018819193844
30,677,247,526.0,0.7568672301897331
31,716,256,1208.0,0.6731120780956886
32,792,250,524.0,0.7719087000296493
33,400,262,163.0,0.8365858501962903
34,511,262,302.0,0.3512786725126418
35,960,287,217.0,0.7091137928980614
36,766,322,1837.0,0.9323916995817448
38,547,299,728.0,0.7416763951312823
40,935,294,135.0,0.9034116824459071
41,895,296,319.0,0.42765134716023145
42,980,300,344.0,0.33965565893333577
44,820,322,1430.0,0.7968730500203852
47,667,325,322.0,0.31546862572022616
48,578,370,3235.0,0.9690177788365891
49,914,334,516.0,0.7289282547597877
52,412,337,227.0,0.7169691320921496
54,691,341,304.0,0.45664770308012925
55,628,351,672.0,0.8937856010801039
56,347,351,568.0,0.7028432567048979
57,663,351,330.0,0.26211949088636016
58,497,371,1117.0,0.9100379952487236
59,1000,364,163.0,0.8888188714945948
61,757,366,196.0,0.7447155458611996
62,975,368,250.0,0.6493949832636117
63,719,371,206.0,0.7476807457481419
66,774,391,544.0,0.8038911738289162
67,701,405,1675.0,0.34919171788198505
69,891,410,299.0,0.5481860057241669
70,758,415,656.0,0.8408965148042303
71,505,422,137.0,0.9059811669398199
72,539,435,534.0,0.7561794480970857
73,492,435,332.0,0.18706726154043676
74,585,444,528.0,0.731410645602986
78,869,460,712.0,0.8184605198394997
80,362,473,558.0,0.8684136300053005
83,654,486,555.0,0.7150126529767831
84,920,488,234.0,0.6187883914580561
86,539,503,274.0,0.5195318953746578
87,669,514,357.0,0.5305557424639079
88,431,515,319.0,0.2539368123476365
89,643,527,281.0,0.4104035186346378
91,473,591,204.0,0.7294338697816855
92,701,624,330.0,0.397824258485953
93,585,629,320.0,0.1125571289136659
94,766,631,301.0,0.1626349003078104
96,725,666,165.0,0.8623771383977469
