Id,Key
1,5
2,6
3,4
4,1
5,577
6,9
7,414
8,10
9,393
10,507
11,512
12,12
13,358
14,22
15,412
16,19
17,17
18,24
19,428
20,26
21,253
22,27
23,536
24,29
25,296
26,34
27,33
28,532
29,586
30,31
31,533
32,381
33,37
34,36
35,35
36,270
37,264
38,506
39,518
40,43
41,519
42,401
43,45
44,46
45,374
46,261
47,50
48,244
49,425
50,534
51,573
52,572
53,550
54,540
55,286
56,310
57,58
58,543
59,320
60,553
61,66
62,538
63,69
64,62
65,64
66,70
67,272
68,557
69,71
70,74
71,438
72,77
73,405
74,321
75,444
76,78
77,541
78,395
79,307
80,580
81,441
82,496
83,83
84,544
85,85
86,87
87,413
88,525
89,98
90,96
91,399
92,100
93,566
94,497
95,555
96,103
97,106
98,451
99,99
100,527
101,420
102,529
103,258
104,109
105,581
106,120
107,442
108,574
109,526
110,528
111,111
112,115
113,124
114,587
115,123
116,121
117,128
118,571
119,342
120,392
121,588
122,113
123,190
124,122
125,129
126,575
127,242
128,131
129,435
130,295
131,137
132,132
133,315
134,139
135,126
136,302
137,140
138,292
139,578
140,144
141,531
142,582
143,231
144,147
145,583
146,436
147,551
148,439
149,474
150,148
151,422
152,385
153,160
154,197
155,549
156,161
157,482
158,503
159,584
160,193
161,432
162,579
163,511
164,169
165,167
166,170
167,562
168,159
169,171
170,558
171,201
172,517
173,490
174,576
175,547
176,198
177,491
178,561
179,181
180,177
181,185
182,182
183,179
184,186
185,569
186,563
187,552
