Id,Key
1,601
2,5
3,6
4,595
5,4
6,577
7,9
8,10
9,414
10,507
11,393
12,512
13,12
14,358
15,22
16,412
17,17
18,19
19,24
20,26
21,253
22,428
23,609
24,536
25,34
26,29
27,33
28,532
29,586
30,31
31,381
32,533
33,602
34,37
35,35
36,270
37,606
38,244
39,43
40,518
41,46
42,401
43,519
44,261
45,603
46,374
47,50
48,425
49,534
50,540
51,550
52,573
53,572
54,310
55,286
56,58
57,543
58,320
59,69
60,553
61,538
62,66
63,62
64,64
65,70
66,272
67,557
68,71
69,74
70,438
71,77
72,444
73,395
74,405
75,541
76,78
77,307
78,580
79,607
80,83
81,496
82,85
83,544
84,441
85,597
86,87
87,413
88,525
89,98
90,96
91,399
92,555
93,497
94,610
95,103
96,106
97,527
98,451
99,99
100,598
101,529
102,258
103,109
104,442
105,574
106,120
107,111
108,528
109,115
110,526
111,587
112,124
113,121
114,123
115,571
116,128
117,611
118,392
119,599
120,113
121,242
122,122
123,129
124,190
125,575
126,131
127,295
128,435
129,137
130,132
131,315
132,139
133,126
134,292
135,140
136,302
137,578
138,144
139,531
140,582
141,231
142,147
143,583
144,551
145,436
146,439
147,474
148,422
149,148
150,385
151,197
152,160
153,549
154,482
155,161
156,579
157,503
158,604
159,193
160,432
161,511
162,169
163,167
164,170
165,612
166,562
167,171
168,558
169,201
170,490
171,576
172,517
173,198
174,491
175,177
176,185
177,561
178,182
179,181
180,179
181,563
182,186
183,608
184,552
