Id,Key
1,1
2,2
3,5
4,3
5,6
6,7
7,4
8,8
9,10
10,11
11,12
12,9
13,14
14,13
15,15
16,16
17,204
18,17
19,19
20,24
21,234
22,20
23,22
24,202
25,26
26,27
27,28
28,29
29,32
30,30
31,31
32,34
33,33
34,35
35,36
36,226
37,37
38,39
39,41
40,40
41,216
42,42
43,45
44,194
45,52
46,47
47,48
48,43
49,46
50,44
51,50
52,51
53,199
54,49
55,54
56,55
57,235
58,57
59,56
60,58
61,59
62,62
63,63
64,60
65,209
66,64
67,66
68,65
69,68
70,69
71,70
72,71
73,73
74,76
75,74
76,222
77,75
78,227
79,77
80,78
81,82
82,218
83,89
84,83
85,85
86,223
87,87
88,86
89,81
90,90
91,91
92,95
93,96
94,99
95,102
96,98
97,93
98,228
99,101
100,100
101,103
102,224
103,106
104,107
105,109
106,108
107,112
108,229
109,111
110,225
111,116
112,113
113,118
114,115
115,117
116,114
117,120
118,189
119,121
120,230
121,124
122,123
123,190
124,127
125,122
126,125
127,128
128,129
129,131
130,130
131,132
132,133
133,126
134,135
135,213
136,136
137,137
138,139
139,210
140,140
141,142
142,141
143,143
144,145
145,146
146,147
147,144
148,149
149,231
150,150
151,148
152,152
153,151
154,154
155,155
156,157
157,197
158,232
159,160
160,158
161,161
162,159
163,163
164,162
165,193
166,165
167,167
168,166
169,169
170,200
171,171
172,201
173,170
174,168
175,173
176,207
177,176
178,233
179,175
180,177
181,178
182,198
183,181
184,185
185,183
186,179
187,182
188,208
189,180
190,186
191,187
192,184
