Id,Key
1,1
2,7
3,362
4,5
5,6
6,4
7,414
8,411
9,9
10,10
11,393
12,12
13,358
14,22
15,412
16,19
17,24
18,428
19,17
20,26
21,253
22,27
23,29
24,492
25,296
26,34
27,30
28,31
29,33
30,35
31,381
32,37
33,36
34,270
35,506
36,264
37,454
38,43
39,261
40,46
41,401
42,374
43,49
44,45
45,467
46,244
47,425
48,50
49,484
50,54
51,504
52,56
53,310
54,286
55,476
56,58
57,320
58,69
59,62
60,64
61,66
62,480
63,272
64,70
65,71
66,405
67,77
68,74
69,438
70,321
71,395
72,444
73,78
74,468
75,75
76,496
77,441
78,307
79,85
80,83
81,86
82,413
83,87
84,477
85,96
86,497
87,418
88,98
89,100
90,399
91,501
92,416
93,90
94,451
95,103
96,99
97,420
98,106
99,442
100,109
101,258
102,434
103,111
104,342
105,120
106,107
107,115
108,460
109,114
110,489
111,123
112,121
113,469
114,124
115,392
116,128
117,190
118,122
119,113
120,499
121,125
122,242
123,129
124,435
125,131
126,295
127,137
128,132
129,315
130,139
131,126
132,302
133,140
134,292
135,481
136,144
137,250
138,147
139,231
140,145
141,288
142,439
143,436
144,152
145,502
146,148
147,246
148,474
149,385
150,160
151,422
152,197
153,505
154,486
155,482
156,161
157,462
158,503
159,159
160,483
161,193
162,167
163,432
164,169
165,200
166,170
167,168
168,171
169,495
170,490
171,368
172,201
173,176
174,182
175,491
176,198
177,178
178,177
179,181
180,185
181,179
182,186
183,180
184,184
