Id,Key
1,1
2,7
3,362
4,5
5,4
6,6
7,508
8,10
9,414
10,9
11,507
12,393
13,411
14,12
15,512
16,358
17,22
18,412
19,19
20,17
21,24
22,26
23,428
24,27
25,253
26,29
27,532
28,34
29,533
30,296
31,33
32,31
33,35
34,381
35,37
36,36
37,270
38,264
39,506
40,518
41,43
42,401
43,261
44,519
45,46
46,374
47,45
48,425
49,244
50,50
51,513
52,534
53,54
54,56
55,504
56,286
57,310
58,58
59,514
60,320
61,69
62,66
63,62
64,64
65,480
66,272
67,70
68,71
69,405
70,77
71,74
72,438
73,444
74,395
75,321
76,78
77,468
78,75
79,441
80,496
81,307
82,86
83,85
84,83
85,413
86,87
87,96
88,497
89,525
90,399
91,98
92,100
93,90
94,527
95,103
96,451
97,420
98,99
99,106
100,529
101,109
102,258
103,524
104,434
105,342
106,111
107,442
108,120
109,528
110,526
111,115
112,123
113,114
114,121
115,124
116,499
117,392
118,128
119,530
120,113
121,190
122,122
123,125
124,129
125,242
126,435
127,131
128,295
129,137
130,132
131,315
132,139
133,126
134,292
135,302
136,140
137,481
138,531
139,144
140,147
141,231
142,288
143,145
144,152
145,436
146,502
147,439
148,148
149,246
150,474
151,160
152,385
153,422
154,486
155,197
156,161
157,482
158,200
159,511
160,503
161,159
162,432
163,193
164,167
165,169
166,170
167,171
168,490
169,168
170,517
171,368
172,201
173,176
174,198
175,182
176,491
177,178
178,181
179,177
180,186
181,185
182,179
183,180
184,535
