Id,Key
1,1
2,7
3,362
4,4
5,5
6,6
7,508
8,10
9,414
10,9
11,507
12,393
13,512
14,12
15,22
16,358
17,412
18,19
19,17
20,24
21,428
22,26
23,27
24,253
25,29
26,536
27,532
28,34
29,533
30,296
31,33
32,31
33,35
34,37
35,381
36,270
37,36
38,264
39,506
40,43
41,518
42,519
43,401
44,46
45,261
46,45
47,374
48,425
49,50
50,244
51,534
52,542
53,56
54,540
55,54
56,286
57,310
58,58
59,543
60,320
61,538
62,69
63,66
64,62
65,64
66,480
67,272
68,70
69,71
70,539
71,74
72,405
73,77
74,438
75,444
76,395
77,321
78,78
79,307
80,541
81,441
82,496
83,86
84,83
85,85
86,544
87,87
88,413
89,96
90,525
91,399
92,98
93,497
94,100
95,90
96,103
97,527
98,451
99,106
100,420
101,99
102,529
103,109
104,258
105,434
106,545
107,442
108,120
109,546
110,111
111,528
112,115
113,526
114,342
115,124
116,121
117,114
118,123
119,392
120,499
121,128
122,113
123,190
124,125
125,122
126,242
127,129
128,131
129,435
130,295
131,137
132,132
133,315
134,139
135,126
136,302
137,292
138,140
139,481
140,531
141,147
142,231
143,144
144,288
145,145
146,436
147,502
148,439
149,474
150,246
151,148
152,422
153,160
154,385
155,197
156,161
157,482
158,200
159,511
160,503
161,159
162,193
163,167
164,432
165,169
166,170
167,171
168,168
169,490
170,517
171,368
172,201
173,547
174,198
175,182
176,178
177,491
178,177
179,181
180,185
181,186
182,179
183,180
184,548
