Id,Centroid_x,Centroid_y,Area,Eccentricity
4,641,45,968.0,0.8102587390381389
13,762,43,672.0,0.8518746436795713
15,550,54,442.0,0.9157886275000959
16,792,45,183.0,0.8966791355257806
17,730,49,330.0,0.1201497332383444
19,493,74,421.0,0.8207854801728245
20,715,74,278.0,0.45478405800647664
21,753,88,205.0,0.7345851652490686
22,717,103,528.0,0.8320484599189668
23,573,114,260.0,0.47687604055862626
25,629,129,336.0,0.44373776222159367
26,745,149,1209.0,0.9126851770599308
27,815,140,300.0,0.32951942431993075
28,567,142,176.0,0.8269776814367715
29,642,155,270.0,0.47025649277202597
31,638,189,232.0,0.6293333657435922
32,593,217,1696.0,0.7938127474197315
33,537,208,246.0,0.5765782642162222
34,425,218,139.0,0.9012870801618268
35,692,247,1073.0,0.8945356250339589
36,735,244,277.0,0.44403675521147135
37,792,248,508.0,0.7503853968496154
38,520,258,310.0,0.1635979095539188
39,714,273,331.0,0.45945640753404365
40,547,298,736.0,0.7851355306896175
41,766,322,1822.0,0.9323299834371003
42,895,301,502.0,0.8146599508961986
43,975,306,668.0,0.8700417031649275
44,821,322,1440.0,0.7915740048320632
47,666,327,328.0,0.3236172560564997
48,579,370,3236.0,0.9690826116009167
49,913,334,526.0,0.7273296030919907
50,639,353,1049.0,0.8895322947786124
51,405,346,271.0,0.516355363533956
52,348,351,562.0,0.699601754657473
53,983,354,570.0,0.897297110866599
55,682,353,176.0,0.827791772114111
56,497,370,1106.0,0.9105619796600402
58,717,361,228.0,0.7339944519874189
59,769,386,812.0,0.9316386429409946
61,702,405,1643.0,0.4039369307237192
64,896,403,296.0,0.5309630027607939
66,757,415,654.0,0.8405322915385446
67,539,435,523.0,0.7419423372742613
69,493,440,299.0,0.43072689008418746
71,585,444,530.0,0.7435534567156885
74,869,459,702.0,0.8172111856304648
75,476,453,152.0,0.9041447536690883
76,368,462,328.0,0.1432396271764386
77,654,485,564.0,0.6927995436821693
78,363,486,196.0,0.8205146591011658
80,519,492,295.0,0.477196470117636
81,976,489,170.0,0.8616033833489343
83,669,513,350.0,0.49118965111850144
84,445,518,325.0,0.22371479379245365
86,638,529,282.0,0.4675068128475203
89,489,598,241.0,0.5943009752417273
90,720,616,179.0,0.7948951287693602
91,702,624,341.0,0.3983802049520621
92,780,627,231.0,0.6732864191899184
94,592,630,298.0,0.3843720050979751
