Id,Centroid_x,Centroid_y,Area,Eccentricity
5,751,39,1079.0,0.9488668547592515
7,636,38,338.0,0.36618059471889647
9,576,41,164.0,0.8752681585798979
10,791,45,206.0,0.9046770130668892
11,648,58,182.0,0.8145362225036435
12,616,60,208.0,0.7462033024351743
13,491,69,391.0,0.7452004509756773
14,698,72,241.0,0.606195786823763
15,541,74,297.0,0.3387187226458567
16,695,94,202.0,0.7445344768866066
17,737,135,1814.0,0.9714046575440937
18,506,101,256.0,0.5799111519935178
19,597,114,157.0,0.8720627947892481
21,791,136,245.0,0.5858659388892178
22,624,142,329.0,0.38829346478559196
23,644,166,307.0,0.31720505779850044
25,654,194,312.0,0.3885157958846376
26,621,211,594.0,0.8955245072369954
27,590,218,1262.0,0.8801795425973812
28,526,218,311.0,0.3379590510062132
29,717,250,863.0,0.9245413525271856
30,677,248,504.0,0.7322569199065807
31,792,250,518.0,0.7717574314774255
32,504,256,280.0,0.36863036711133645
33,716,272,339.0,0.47169591685081125
34,940,273,146.0,0.8892524146615566
35,961,278,180.0,0.8508020288858492
36,419,288,164.0,0.8550707830226066
37,766,322,1812.0,0.9347079151579195
38,896,294,312.0,0.35075894042265526
39,572,355,3876.0,0.9653596733345787
41,979,301,342.0,0.35595279882108877
43,821,322,1421.0,0.7739802870782185
44,410,319,307.0,0.2732407143745355
45,666,335,602.0,0.9008657539781939
46,914,334,502.0,0.734008245335459
47,628,351,679.0,0.8924917234314397
48,348,351,532.0,0.7334946973788089
50,692,349,314.0,0.15208006294974913
54,498,371,1145.0,0.9127807649729656
55,711,368,351.0,0.5936683095395645
56,1004,371,180.0,0.8406293257171474
57,767,385,843.0,0.9336382237988181
59,976,377,294.0,0.45165559836276653
60,701,405,1653.0,0.3349530267566615
62,886,410,258.0,0.6473717873015989
63,758,415,653.0,0.8366939187331908
65,488,430,376.0,0.808512011697528
66,539,434,535.0,0.7638274318952377
67,586,444,535.0,0.7429246130694548
70,869,459,717.0,0.8432037544887234
73,362,473,506.0,0.868602776268925
75,654,486,592.0,0.698110586660077
76,891,494,270.0,0.6523595263513386
77,669,514,353.0,0.5252333661566205
78,432,515,325.0,0.16384422123806594
79,524,516,156.0,0.8786042747727192
80,646,520,316.0,0.3247262415928702
82,471,603,178.0,0.8240302122858986
83,583,629,320.0,0.18176934988039004
84,704,631,243.0,0.6829141317462333
86,755,649,170.0,0.7789922223057603
87,736,672,237.0,0.67380177007033
