Id,Centroid_x,Centroid_y,Area,Eccentricity
5,752,38,1055.0,0.9540128223569971
9,642,40,279.0,0.5916646727924413
10,581,43,190.0,0.8017008172256453
11,791,45,206.0,0.899612780201295
12,648,62,310.0,0.2784270658971716
13,615,63,305.0,0.3578729796136866
14,491,70,407.0,0.687668754977364
15,540,75,321.0,0.2605239606171404
16,692,74,224.0,0.6770989685739254
18,510,93,197.0,0.785057039388162
19,721,102,466.0,0.7950945167232608
20,691,100,194.0,0.7858004219785578
23,599,114,145.0,0.8883765857963257
25,744,149,1271.0,0.9391758180792228
26,794,135,318.0,0.2571254027305295
27,624,141,329.0,0.34416364154043655
28,648,167,269.0,0.518442370993361
31,654,194,318.0,0.3348955063089584
32,621,208,684.0,0.9105526313362855
33,590,218,1268.0,0.8814388210237634
34,526,214,310.0,0.21486192376173177
35,716,257,1211.0,0.7011587907852896
36,678,248,510.0,0.7301100477776473
37,792,250,524.0,0.7658483300726557
38,504,258,312.0,0.21218378814573222
39,941,266,177.0,0.817119084140106
40,960,277,185.0,0.8599852807867047
41,766,322,1819.0,0.9361524573289123
42,427,290,209.0,0.7502433244502653
43,569,353,3746.0,0.9674083160055827
44,898,294,314.0,0.366749145178827
45,980,299,350.0,0.43844838920712875
47,821,322,1429.0,0.7752725784504474
48,416,319,282.0,0.5144500835918234
50,672,342,986.0,0.8237496081455615
51,915,334,508.0,0.7373334132282966
52,628,351,683.0,0.894064941957993
54,347,352,539.0,0.7243885596726721
55,498,371,1146.0,0.908347181133537
56,709,367,362.0,0.6533803831694186
57,767,384,874.0,0.9366879177339549
58,1001,375,328.0,0.4741273101829163
59,977,378,318.0,0.3138354669063471
60,700,405,1679.0,0.3412760623942812
62,889,408,295.0,0.4920979160998504
63,758,415,659.0,0.8422771003614772
65,635,413,260.0,0.5297159640219496
66,487,432,336.0,0.7572951654365678
67,539,434,538.0,0.7601036593572051
68,586,444,526.0,0.7295726483414461
71,869,460,738.0,0.8415167830902052
74,361,472,506.0,0.8571670610316128
75,654,486,590.0,0.7200301328970846
76,890,494,212.0,0.7598859235821024
77,668,514,363.0,0.5501253260109942
78,431,516,320.0,0.0986623064576162
79,524,519,123.0,0.9364909415219954
80,646,519,322.0,0.41604969001244996
81,467,604,255.0,0.5735503969678399
82,583,630,315.0,0.13947370561831546
83,705,630,296.0,0.6088680076634336
84,754,651,230.0,0.6495238442455481
86,737,672,305.0,0.45830353038137994
